time30sec,countTime,inflowStation,gaussianFilter
190000,0,0,0.08007869428379692
190030,30,0,0.1268788008277015
190100,60,0,0.19581842158374993
190130,90,0,0.2944971168262531
190200,120,0,0.43177330653024765
190230,150,0,0.6174147330925555
190300,180,0,0.8615105458175084
190330,210,0,1.1736577426086712
190400,240,0,1.5619819513739712
190430,270,0,2.032101682864399
190500,300,0,2.5861848908611416
190530,330,0,3.2222648482278093
190600,360,0,3.9339693857530817
190630,390,5,4.71076961491246
190700,420,3,5.538775660469919
190730,450,9,6.402010581837309
190800,480,4,7.283999219538461
190830,510,13,8.169438395358586
190900,540,8,9.045687906586863
190930,570,16,9.903848583944374
191000,600,12,10.739272179649786
191030,630,13,11.551462401251118
191100,660,13,12.34345092964134
191130,690,7,13.120836564848572
191200,720,12,13.890733499418227
191230,750,18,14.660871299194419
191300,780,14,15.439025549793934
191330,810,16,16.2328513493736
191400,840,17,17.050070430042233
191430,870,14,17.89885895712871
191500,900,25,18.78822427761735
191530,930,19,19.728160095335298
191600,960,19,20.729429692986272
191630,990,22,21.802929342889495
191700,1020,18,22.95870154758934
191730,1050,24,24.20476938058786
191800,1080,17,25.546022757439644
191830,1110,27,26.98339003517052
191900,1140,26,28.513473713194546
191930,1170,28,30.128731188840653
192000,1200,32,31.81816453600903
192030,1230,33,33.56837471786683
192100,1260,36,35.364759770618576
192130,1290,39,37.192608761110804
192200,1320,38,39.037867633048
192230,1350,38,40.88742216253928
192300,1380,52,42.72884178451628
192330,1410,43,44.54963709979937
192400,1440,42,46.33618542351162
192430,1470,47,48.072558703494735
192500,1500,48,49.73953699934576
192530,1530,57,51.3141019854991
192600,1560,55,52.76967289308917
192630,1590,57,54.077266110468756
192700,1620,57,55.207625958497744
192730,1650,56,56.13419326188787
192800,1680,67,56.836571713683675
192830,1710,56,57.30396120143527
192900,1740,70,57.5379090914679
192930,1770,64,57.553741542334485
193000,1800,65,57.38021039512784
193030,1830,70,57.0572151389678
193100,1860,74,56.631868274047
193130,1890,61,56.15355942047587
193200,1920,18,55.668923986425966
193230,1950,2,55.21765516789117
193300,1980,25,54.829899230775204
193330,2010,176,54.52560373383149
193400,2040,9,54.31575935676104
193430,2070,43,54.20511065897008
193500,2100,117,54.19569717046701
193530,2130,0,54.29055076525285
193600,2160,0,54.49698578438675
193630,2190,28,54.82910605437951
193700,2220,168,55.30934326811345
193730,2250,60,55.968977341488646
193800,2280,0,56.84764264485383
193830,2310,116,57.99179531701412
193900,2340,0,59.45203626903553
193930,2370,0,61.279110823886086
194000,2400,20,63.51841972015507
194030,2430,163,66.20305643737714
194100,2460,121,69.3457699481026
194130,2490,0,72.93079396666039
194200,2520,120,76.90703621775563
194230,2550,0,81.18446478160394
194300,2580,0,85.63544846752991
194330,2610,33,90.10219093810127
194400,2640,161,94.41030228620323
194430,2670,179,98.38721249114798
194500,2700,196,101.88289236729106
194530,2730,171,104.78954620934527
194600,2760,3,107.0567970234012
194630,2790,119,108.69944652018864
194700,2820,76,109.79603978150038
194730,2850,180,110.4779731906547
194800,2880,163,110.91048754668002
194830,2910,144,111.26832428018805
194900,2940,121,111.70985303474235
194930,2970,7,112.35390215546569
195000,3000,0,113.26320563963294
195030,3030,30,114.43730473805762
195100,3060,180,115.81605878448019
195130,3090,176,117.29294778568328
195200,3120,165,118.73551827321663
195230,3150,155,120.00905529152512
195300,3180,171,120.99914054774847
195330,3210,82,121.62923886660583
195400,3240,30,121.8706713752984
195430,3270,173,121.7439551527408
195500,3300,180,121.31213880810381
195530,3330,150,120.66811806041275
195600,3360,182,119.91876167737085
195630,3390,70,119.16892466410123
195700,3420,0,118.50808845127096
195730,3450,24,118.00155310815894
195800,3480,180,117.68699672442834
195830,3510,155,117.57605079196124
195900,3540,170,117.65957244455073
195930,3570,183,117.91473465557132
200000,3600,64,118.3120067480741
200030,3630,76,118.8205214622441
200100,3660,22,119.41105585963885
200130,3690,140,120.05665758395588
200200,3720,186,120.73160046581862
200230,3750,196,121.40970176460196
200300,3780,174,122.06302702887832
200330,3810,9,122.6616941609545
200400,3840,13,123.17498422755192
200430,3870,146,123.57343203442542
200500,3900,172,123.83117119180491
200530,3930,197,123.92768194372557
200600,3960,199,123.84829619348741
200630,3990,147,123.58330348582842
200700,4020,0,123.12611044556918
200730,4050,105,122.4714002695572
200800,4080,28,121.61439984842949
200830,4110,181,120.55208143456258
200900,4140,197,119.2864621686415
200930,4170,181,117.82933231467136
201000,4200,106,116.20703213029668
201030,4230,119,114.46356449219465
201100,4260,73,112.66050752024451
201130,4290,30,110.87285006821104
201200,4320,154,109.18084885257247
201230,4350,151,107.6590594249265
201300,4380,98,106.36457222145965
201330,4410,153,105.32697221026761
201400,4440,52,104.54248510197797
201430,4470,0,103.97411873420185
201500,4500,16,103.5584253839318
201530,4530,168,103.21801546801184
201600,4560,161,102.87748896852557
201630,4590,159,102.47941533539445
201700,4620,164,101.99671779112892
201730,4650,167,101.43844899538017
201800,4680,14,100.84737008909478
201830,4710,1,100.28961571660574
201900,4740,96,99.83856611186997
201930,4770,124,99.55639769826917
202000,4800,75,99.47734240632467
202030,4830,158,99.59636525200679
202100,4860,120,99.86588238092273
202130,4890,0,100.2015349373915
202200,4920,18,100.496215488197
202230,4950,150,100.63983111350753
202300,4980,168,100.54098393317308
202330,5010,176,100.14612435086072
202400,5040,130,99.45197868490067
202430,5070,102,98.50822650391119
202500,5100,74,97.40935663555805
202530,5130,118,96.27699216936111
202600,5160,120,95.2362002023756
202630,5190,3,94.3908100340071
202700,5220,0,93.80311154944289
202730,5250,105,93.48234675146783
202800,5280,14,93.38436140036289
202830,5310,144,93.42218588409088
202900,5340,162,93.48485488136835
202930,5370,180,93.46008385532178
203000,5400,134,93.25587620801622
203030,5430,0,92.81677034802331
203100,5460,78,92.13196288645149
203130,5490,128,91.23448282782009
203200,5520,78,90.19244125475265
203230,5550,99,89.09476363612619
203300,5580,151,88.03454089836463
203330,5610,23,87.09320257900646
203400,5640,10,86.32822757464419
203430,5670,128,85.76622021825011
203500,5700,121,85.40205884301201
203530,5730,0,85.20364873076718
203600,5760,11,85.12077976208761
203630,5790,164,85.09590714700971
203700,5820,164,85.07450513242662
203730,5850,139,85.0130395259769
203800,5880,123,84.8834526510284
203830,5910,0,84.67408795577155
203900,5940,0,84.38786552332941
203930,5970,4,84.03897839736348
204000,6000,155,83.6493115488178
204030,6030,146,83.24530477576602
204100,6060,157,82.85536100371792
204130,6090,128,82.50744489378829
204200,6120,2,82.22641731613115
204230,6150,0,82.03091583909227
204300,6180,11,81.93005532706077
204330,6210,147,81.92064485220938
204400,6240,115,81.98579822979283
204430,6270,103,82.09567933151476
204500,6300,128,82.21072597402741
204530,6330,22,82.28717299642199
204600,6360,7,82.28418677513909
204630,6390,116,82.17152573626377
204700,6420,175,81.93640095554419
204730,6450,67,81.58815398115145
204800,6480,16,81.15953082688291
204830,6510,140,80.70375468132545
204900,6540,88,80.28729801102342
204930,6570,114,79.97915773784443
205000,6600,43,79.8383650652709
205030,6630,81,79.90215069824188
205100,6660,1,80.1773728712429
205130,6690,0,80.63734538296637
205200,6720,93,81.22511598043786
205230,6750,135,81.86279279253354
205300,6780,158,82.46509044382167
205330,6810,68,82.95427111303032
205400,6840,163,83.27336374671903
205430,6870,37,83.39501319052155
205500,6900,10,83.32437312093029
205530,6930,135,83.09579804721933
205600,6960,81,82.76436661003629
205630,6990,106,82.39421388137735
205700,7020,83,82.04612747294473
205730,7050,68,81.76685622881409
205800,7080,1,81.58215222155995
205830,7110,116,81.49480749123573
205900,7140,153,81.48796001687415
205930,7170,0,81.53285989852753
210000,7200,22,81.59928750400327
210030,7230,99,81.66612623327636
210100,7260,160,81.72943268199441
210130,7290,179,81.80584132018011
210200,7320,115,81.93023818562634
210230,7350,23,82.14808470507131
210300,7380,0,82.50417061540153
210330,7410,0,83.03051322653182
210400,7440,18,83.73632633503686
210430,7470,160,84.602423309691
210500,7500,165,85.5813061227188
210530,7530,142,86.60288411739272
210600,7560,93,87.58462287203493
210630,7590,1,88.44417948072116
210700,7620,0,89.11229665742596
210730,7650,120,89.5438294286336
210800,7680,180,89.72514328721527
210830,7710,175,89.676662506868
210900,7740,90,89.45002876675827
210930,7770,75,89.12013849459969
211000,7800,0,88.77320248310856
211030,7830,121,88.49277061837917
211100,7860,100,88.34618434997726
211130,7890,42,88.37397229614069
211200,7920,12,88.58421030814935
211230,7950,90,88.9529089476245
211300,7980,156,89.43029842462266
211330,8010,151,89.9517505601648
211400,8040,77,90.45126726298939
211430,8070,31,90.8751127759912
211500,8100,144,91.19326741010843
211530,8130,90,91.40682543231317
211600,8160,14,91.55010951715082
211630,8190,154,91.6870190075442
211700,8220,165,91.90191005214817
211730,8250,133,92.28609030686547
