time30sec,countTime,inflowStation,gaussianFilter
190000,0,0,0.4409211301173203
190030,30,0,0.6976036998140784
190100,60,0,1.0735308979837628
190130,90,0,1.6073789205223445
190200,120,0,2.3424910676745028
190230,150,0,3.324083517890298
190300,180,0,4.5951698445625535
190330,210,0,6.191475303263996
190400,240,0,8.135908653795415
190430,270,0,10.43341040242253
190500,300,0,13.067121540991701
190530,330,0,15.996752413548789
190600,360,1,19.159754957507594
190630,390,8,22.475447919616393
190700,420,46,25.85170393546361
190730,450,53,29.19330460380916
190800,480,41,32.41072993333896
190830,510,35,35.42805928988306
190900,540,55,38.18884504532338
190930,570,49,40.65922881054635
191000,600,52,42.828098951936255
191030,630,46,44.70460917959081
191100,660,39,46.31377728571752
191130,690,54,47.69108974793564
191200,720,56,48.87703733699635
191230,750,49,49.912335729141375
191300,780,45,50.83431257569367
191330,810,49,51.674646134518795
191400,840,57,52.45838535661036
191430,870,59,53.204006797578394
191500,900,49,53.92418125430453
191530,930,54,54.62692100615502
191600,960,55,55.31683189646163
191630,990,57,55.99627465166632
191700,1020,58,56.666322403503884
191730,1050,55,57.327470269167094
191800,1080,67,57.98010099387653
191830,1110,45,58.624738251434415
191900,1140,68,59.26213065075118
191930,1170,61,59.89321041223607
192000,1200,54,60.518965595846126
192030,1230,63,61.140256166814176
192100,1260,72,61.75759280321033
192130,1290,53,62.37088340348442
192200,1320,60,62.979137058844046
192230,1350,64,63.5801024516722
192300,1380,66,64.16981338035767
192330,1410,74,64.74202583978635
192400,1440,61,65.28756492016498
192430,1470,59,65.79365696610813
192500,1500,72,66.24339583726113
192530,1530,61,66.61556417716044
192600,1560,76,66.88507432665418
192630,1590,65,67.02427783099945
192700,1620,75,67.00529221830234
192730,1650,64,66.80330238575738
192800,1680,68,66.40053487808805
192830,1710,72,65.79033329132983
192900,1740,69,64.98056270160083
192930,1770,79,63.99552200177452
193000,1800,71,62.87569677745008
193030,1830,78,61.67503632133594
193100,1860,76,60.45591513194177
193130,1890,63,59.28242172084457
193200,1920,0,58.21297724115951
193230,1950,0,57.29343359398411
193300,1980,30,56.551716826010555
193330,2010,180,55.99482080949746
193400,2040,38,55.60861305719607
193430,2070,0,55.36057579708652
