time30sec,countTime,inflowStation,gaussianFilter
190000,0,0,0.02312247476596281
190030,30,0,0.03778203341635397
190100,60,0,0.060029420810015686
190130,90,0,0.09277077288261269
190200,120,0,0.13950426887704634
190230,150,0,0.20421031704471318
190300,180,0,0.2911338082255771
190330,210,0,0.4044572983313721
190400,240,0,0.5478863364084493
190430,270,0,0.7241924112828693
190500,300,0,0.934778958441593
190530,330,0,1.1793449904476756
190600,360,0,1.4557144406510547
190630,390,0,1.7598763273095623
190700,420,1,2.086245261893698
190730,450,2,2.4281117237389025
190800,480,7,2.7782168930009434
190830,510,5,3.129366418798636
190900,540,1,3.4749959501469854
190930,570,3,3.809617726124073
191000,600,6,4.129106244946783
191030,630,5,4.430813588169038
191100,660,4,4.713533212438679
191130,690,7,4.9773494388275
191200,720,5,5.223416661523186
191230,750,6,5.453708941491338
191300,780,5,5.6707706165352745
191330,810,7,5.877485912877501
191400,840,7,6.076873981969928
191430,870,1,6.271908153747408
191500,900,9,6.465356178209325
191530,930,9,6.659641938250426
191600,960,7,6.856736679310708
191630,990,8,7.058095346001912
191700,1020,5,7.264656217228024
191730,1050,2,7.476915635739265
191800,1080,10,7.695073329060005
191830,1110,9,7.919221320019015
191900,1140,12,8.149528611362262
191930,1170,5,8.386364139108634
192000,1200,11,8.630308916177734
192030,1230,8,8.88203570977778
192100,1260,10,9.142074257314386
192130,1290,6,9.41051917835541
192200,1320,8,9.686762088986697
192230,1350,13,9.969328715187125
192300,1380,7,10.255874284706605
192330,1410,12,10.543344336530792
192400,1440,8,10.82825907097303
192430,1470,19,11.107045313463274
192500,1500,9,11.37633433796501
192530,1530,9,11.633169380230992
192600,1560,17,11.8751146061976
192630,1590,12,12.100308506628318
192700,1620,8,12.307536399979297
192730,1650,13,12.496391154962255
192800,1680,14,12.667543697159577
192830,1710,12,12.823068071633264
192900,1740,14,12.966688048601641
192930,1770,15,13.103768567153537
193000,1800,10,13.240894293340519
193030,1830,25,13.384967962243653
193100,1860,12,13.541904298747664
193130,1890,18,13.71514775990238
193200,1920,0,13.904349722425717
193230,1950,0,14.104558312473452
193300,1980,0,14.306186102558048
193330,2010,53,14.495849796811422
193400,2040,0,14.657975943081711
193430,2070,0,14.776902953343791
193500,2100,69,14.839132333670547
193530,2130,0,14.835405462259269
193600,2160,0,14.762380731942184
193630,2190,0,14.623806979902938
193700,2220,40,14.431179122093559
193730,2250,0,14.20389039291144
193800,2280,0,13.968867548575655
193830,2310,68,13.759625297359513
193900,2340,0,13.614648250301544
193930,2370,0,13.57503414879623
194000,2400,0,13.68141590979962
194030,2430,11,13.97030213000352
194100,2460,0,14.470104929558467
194130,2490,0,15.197234324262313
194200,2520,52,16.152717219226407
194230,2550,0,17.319843753366907
194300,2580,0,18.663348269600995
194330,2610,0,20.130576857150338
194400,2640,57,21.654945233301635
194430,2670,0,23.161719772039397
194500,2700,0,24.57575968591575
194530,2730,69,25.830389655329732
194600,2760,7,26.876134696572496
194630,2790,97,27.687781693646098
194700,2820,1,28.2682641662794
194730,2850,71,28.64826748718856
194800,2880,33,28.88119102158455
194830,2910,0,29.0340438899547
194900,2940,47,29.17577449806482
194930,2970,0,29.36520064676511
195000,3000,0,29.64092480352644
195030,3030,0,30.015303046111054
195100,3060,68,30.473737417211346
195130,3090,0,30.97945641111669
195200,3120,10,31.482792393662066
195230,3150,152,31.933025169445827
195300,3180,1,32.29034932172893
195330,3210,0,32.53554567289522
195400,3240,1,32.67547413488225
195430,3270,157,32.74341979645015
195500,3300,11,32.79439953259324
195530,3330,0,32.89652863452439
195600,3360,25,33.120242558980664
195630,3390,0,33.52743540712178
195700,3420,0,34.16239263630372
195730,3450,2,35.04585090754265
195800,3480,116,36.172784110122215
195830,3510,41,37.513790182086225
195900,3540,0,39.019405018720455
195930,3570,68,40.62638710476305
200000,3600,30,42.26499628276143
200030,3630,0,43.86645258052
200100,3660,5,45.36998868741514
200130,3690,153,46.72909132367999
200200,3720,130,47.91659290053079
200230,3750,0,48.92821663043257
200300,3780,3,49.784049466059976
200330,3810,0,50.52732168868791
200400,3840,50,51.21993571464796
200430,3870,170,51.9345157651707
200500,3900,91,52.7433790068961
200530,3930,0,53.70567668390383
200600,3960,0,54.85481193559319
200630,3990,67,56.18881278920742
200700,4020,2,57.66633234115082
200730,4050,0,59.21019472110969
200800,4080,19,60.71895560015477
200830,4110,159,62.0850950124055
200900,4140,160,63.2166807166773
200930,4170,74,64.05813995847954
201000,4200,56,64.60553494887901
201030,4230,155,64.9125796756135
201100,4260,0,65.08540177572127
201130,4290,0,65.26634968274672
201200,4320,83,65.60946276096102
201230,4350,102,66.25206442794725
201300,4380,24,67.28792387740113
201330,4410,69,68.74735285293336
201400,4440,0,70.58844781675057
201430,4470,0,72.70163901236612
201500,4500,1,74.92712997700889
201530,4530,159,77.08220340898018
