currentTime,naiveAgent,rationalAgent,rubyAgent,allAgent
19:00:00,0,0,8,8
19:01:00,0,0,9,9
19:02:00,0,0,9,9
19:03:00,0,0,10,10
19:04:00,0,0,10,10
19:05:00,0,0,11,11
19:06:00,0,0,12,12
19:07:00,0,0,13,13
19:08:00,0,0,13,13
19:09:00,0,0,14,14
19:10:00,0,0,15,15
19:11:00,0,0,16,16
19:12:00,0,0,17,17
19:13:00,0,0,18,18
19:14:00,0,0,19,19
19:15:00,0,0,20,20
19:16:00,0,0,21,21
19:17:00,0,0,22,22
19:18:00,0,0,23,23
19:19:00,0,0,25,25
19:20:00,0,0,26,26
19:21:00,0,0,27,27
19:22:00,0,0,29,29
19:23:00,0,0,30,30
19:24:00,0,0,32,32
19:25:00,0,0,34,34
19:26:00,0,0,35,35
19:27:00,0,0,37,37
19:28:00,0,0,39,39
19:29:00,0,0,41,41
19:30:00,0,0,43,43
19:31:00,0,0,45,45
19:32:00,0,0,47,47
19:33:00,0,0,49,49
19:34:00,0,0,51,51
19:35:00,0,0,54,54
19:36:00,0,0,56,56
19:37:00,0,0,59,59
19:38:00,0,0,61,61
19:39:00,0,0,64,64
19:40:00,0,0,66,66
19:41:00,0,0,69,69
19:42:00,0,0,72,72
19:43:00,0,0,75,75
19:44:00,0,0,78,78
19:45:00,0,0,81,81
19:46:00,0,0,85,85
19:47:00,0,0,88,88
19:48:00,0,0,91,91
19:49:00,0,0,95,95
19:50:00,0,0,99,99
19:51:00,0,0,102,102
19:52:00,0,0,106,106
19:53:00,0,0,110,110
19:54:00,0,0,114,114
19:55:00,0,0,118,118
19:56:00,0,0,122,122
19:57:00,0,0,126,126
19:58:00,0,0,130,130
19:59:00,0,0,135,135
20:00:00,0,0,139,139
20:01:00,0,0,143,143
20:02:00,0,0,148,148
20:03:00,0,0,153,153
20:04:00,0,0,157,157
20:05:00,0,0,162,162
20:06:00,0,0,167,167
20:07:00,0,0,172,172
20:08:00,0,0,177,177
20:09:00,0,0,182,182
20:10:00,0,0,187,187
20:11:00,0,0,192,192
20:12:00,0,0,197,197
20:13:00,0,0,202,202
20:14:00,0,0,207,207
20:15:00,0,0,212,212
20:16:00,0,0,218,218
20:17:00,0,0,223,223
20:18:00,0,0,228,228
20:19:00,0,0,233,233
20:20:00,0,0,239,239
20:21:00,0,0,244,244
20:22:00,0,0,249,249
20:23:00,0,0,255,255
20:24:00,0,0,260,260
20:25:00,0,0,265,265
20:26:00,0,0,270,270
20:27:00,0,0,276,276
20:28:00,0,0,281,281
20:29:00,0,0,286,286
20:30:00,0,0,291,291
20:31:00,0,0,296,296
20:32:00,0,0,301,301
20:33:00,0,0,306,306
20:34:00,0,0,311,311
20:35:00,0,0,315,315
20:36:00,0,0,320,320
20:37:00,0,0,325,325
20:38:00,0,0,329,329
20:39:00,0,0,333,333
20:40:00,0,0,338,338
20:41:00,0,0,342,342
20:42:00,0,0,346,346
20:43:00,0,0,350,350
20:44:00,0,0,354,354
20:45:00,0,0,357,357
20:46:00,0,0,361,361
20:47:00,0,0,364,364
20:48:00,0,0,367,367
20:49:00,0,0,370,370
20:50:00,0,0,373,373
20:51:00,0,0,376,376
20:52:00,0,0,379,379
20:53:00,0,0,381,381
20:54:00,0,0,384,384
20:55:00,0,0,386,386
20:56:00,0,0,388,388
20:57:00,0,0,389,389
20:58:00,0,0,391,391
20:59:00,0,0,392,392
21:00:00,0,0,393,393
21:01:00,0,0,394,394
21:02:00,0,0,395,395
21:03:00,0,0,396,396
21:04:00,0,0,396,396
21:05:00,0,0,397,397
21:06:00,0,0,397,397
21:07:00,0,0,397,397
21:08:00,0,0,396,396
21:09:00,0,0,396,396
21:10:00,0,0,395,395
21:11:00,0,0,394,394
21:12:00,0,0,393,393
21:13:00,0,0,392,392
21:14:00,0,0,390,390
21:15:00,0,0,389,389
21:16:00,0,0,387,387
21:17:00,0,0,385,385
21:18:00,0,0,383,383
21:19:00,0,0,380,380
21:20:00,0,0,378,378
21:21:00,0,0,375,375
21:22:00,0,0,372,372
21:23:00,0,0,369,369
21:24:00,0,0,366,366
21:25:00,0,0,363,363
21:26:00,0,0,359,359
21:27:00,0,0,356,356
21:28:00,0,0,352,352
21:29:00,0,0,348,348
21:30:00,0,0,344,344
21:31:00,0,0,340,340
21:32:00,0,0,336,336
21:33:00,0,0,332,332
21:34:00,0,0,327,327
21:35:00,0,0,323,323
21:36:00,0,0,318,318
21:37:00,0,0,313,313
21:38:00,0,0,309,309
21:39:00,0,0,304,304
21:40:00,0,0,299,299
21:41:00,0,0,294,294
21:42:00,0,0,289,289
21:43:00,0,0,284,284
21:44:00,0,0,279,279
21:45:00,0,0,273,273
21:46:00,0,0,268,268
21:47:00,0,0,263,263
21:48:00,0,0,258,258
21:49:00,0,0,252,252
21:50:00,0,0,247,247
21:51:00,0,0,242,242
21:52:00,0,0,236,236
21:53:00,0,0,231,231
21:54:00,0,0,226,226
21:55:00,0,0,221,221
21:56:00,0,0,215,215
21:57:00,0,0,210,210
21:58:00,0,0,205,205
21:59:00,0,0,200,200
22:00:00,0,0,195,195
22:01:00,0,0,190,190
22:02:00,0,0,185,185
22:03:00,0,0,179,179
22:04:00,0,0,175,175
22:05:00,0,0,170,170
22:06:00,0,0,165,165
22:07:00,0,0,160,160
22:08:00,0,0,155,155
22:09:00,0,0,151,151
22:10:00,0,0,146,146
22:11:00,0,0,142,142
22:12:00,0,0,137,137
22:13:00,0,0,133,133
22:14:00,0,0,128,128
22:15:00,0,0,124,124
22:16:00,0,0,120,120
22:17:00,0,0,116,116
22:18:00,0,0,112,112
22:19:00,0,0,108,108
22:20:00,0,0,104,104
22:21:00,0,0,101,101
22:22:00,0,0,97,97
22:23:00,0,0,93,93
22:24:00,0,0,90,90
22:25:00,0,0,87,87
