time1sec,countTime,totalDistance
213200,9120,1.0202984330456968
213201,9121,1.6439590963223616
213202,9122,2.138024019397205
213203,9123,2.5021849037755484
213204,9124,2.7492903088186997
213205,9125,2.994676588457484
213206,9126,3.2400449097225055
213207,9127,3.485413043390283
213208,9128,3.730781175098377
213209,9129,3.730781175098377
213210,9130,3.730781175098377
213211,9131,3.730781175098377
213212,9132,3.730781175098377
213213,9133,3.730781175098377
213214,9134,3.730781175098377
213215,9135,3.730781175098377
213216,9136,3.730781175098377
213217,9137,3.730781175098377
213218,9138,3.730781175098377
213219,9139,3.730781175098377
213220,9140,3.730781175098377
213221,9141,3.730781175098377
213222,9142,3.730781175098377
213223,9143,3.730781175098377
213224,9144,3.730781175098377
213225,9145,3.730781175098377
213226,9146,3.730781175098377
213227,9147,3.730781175098377
213228,9148,3.730781175098377
213229,9149,3.730781175098377
213230,9150,3.730781175098377
213231,9151,3.730781175098377
213232,9152,3.730781175098377
213233,9153,3.730781175098377
213234,9154,3.730781175098377
213235,9155,3.730781175098377
213236,9156,3.730781175098377
213237,9157,3.730781175098377
213238,9158,3.730781175098377
213239,9159,3.730781175098377
213240,9160,3.730781175098377
213241,9161,3.730781175098377
213242,9162,3.730781175098377
213243,9163,3.730781175098377
213244,9164,3.730781175098377
213245,9165,3.730781175098377
213246,9166,3.730781175098377
213247,9167,3.730781175098377
213248,9168,3.730781175098377
213249,9169,3.730781175098377
213250,9170,3.730781175098377
213251,9171,3.730781175098377
213252,9172,3.730781175098377
213253,9173,3.730781175098377
213254,9174,3.730781175098377
213255,9175,3.730781175098377
213256,9176,3.730781175098377
213257,9177,3.730781175098377
213258,9178,3.730781175098377
213259,9179,3.730781175098377
213300,9180,3.730781175098377
213301,9181,3.730781175098377
213302,9182,3.730781175098377
213303,9183,3.730781175098377
213304,9184,3.730781175098377
213305,9185,3.730781175098377
213306,9186,3.730781175098377
213307,9187,3.730781175098377
213308,9188,3.730781175098377
213309,9189,3.730781175098377
213310,9190,3.730781175098377
213311,9191,3.730781175098377
213312,9192,3.730781175098377
213313,9193,3.730781175098377
213314,9194,3.730781175098377
213315,9195,3.730781175098377
213316,9196,3.730781175098377
213317,9197,3.730781175098377
213318,9198,3.730781175098377
213319,9199,3.730781175098377
213320,9200,3.730781175098377
213321,9201,3.730781175098377
213322,9202,3.730781175098377
213323,9203,3.730781175098377
213324,9204,3.730781175098377
213325,9205,3.730781175098377
213326,9206,3.730781175098377
213327,9207,3.730781175098377
213328,9208,3.730781175098377
213329,9209,3.730781175098377
213330,9210,3.730781175098377
213331,9211,3.730781175098377
213332,9212,3.730781175098377
213333,9213,3.730781175098377
213334,9214,3.730781175098377
213335,9215,3.730781175098377
213336,9216,3.730781175098377
213337,9217,3.730781175098377
213338,9218,3.730781175098377
213339,9219,3.730781175098377
213340,9220,3.730781175098377
213341,9221,3.730781175098377
213342,9222,3.730781175098377
213343,9223,3.730781175098377
213344,9224,3.730781175098377
213345,9225,3.730781175098377
213346,9226,3.730781175098377
213347,9227,3.730781175098377
213348,9228,3.730781175098377
213349,9229,3.730781175098377
213350,9230,3.730781175098377
213351,9231,3.730781175098377
213352,9232,3.730781175098377
213353,9233,3.730781175098377
213354,9234,3.730781175098377
213355,9235,3.730781175098377
213356,9236,3.730781175098377
213357,9237,3.730781175098377
213358,9238,3.730781175098377
213359,9239,3.730781175098377
213400,9240,3.730781175098377
213401,9241,3.730781175098377
213402,9242,3.730781175098377
213403,9243,3.730781175098377
213404,9244,3.730781175098377
213405,9245,3.730781175098377
213406,9246,3.730781175098377
213407,9247,3.730781175098377
213408,9248,3.730781175098377
213409,9249,3.730781175098377
213410,9250,3.730781175098377
213411,9251,3.730781175098377
213412,9252,3.730781175098377
213413,9253,3.730781175098377
213414,9254,3.730781175098377
213415,9255,3.730781175098377
213416,9256,3.730781175098377
213417,9257,3.730781175098377
213418,9258,3.730781175098377
213419,9259,3.730781175098377
213420,9260,3.730781175098377
213421,9261,3.730781175098377
213422,9262,3.730781175098377
213423,9263,3.730781175098377
213424,9264,3.730781175098377
213425,9265,3.730781175098377
213426,9266,3.730781175098377
213427,9267,3.730781175098377
213428,9268,3.730781175098377
213429,9269,3.730781175098377
213430,9270,3.730781175098377
213431,9271,3.730781175098377
213432,9272,3.730781175098377
213433,9273,3.730781175098377
213434,9274,3.730781175098377
213435,9275,4.708905651191879
