time1sec,countTime,totalDistance
224000,13200,1.0210830379540061
224001,13201,2.0436761138209736
224002,13202,3.0663310639190846
224003,13203,4.088988618223831
224004,13204,5.111646284501628
224005,13205,6.134303955672992
224006,13206,7.156961627060808
224007,13207,8.179619298458281
224008,13208,9.202276969856186
224009,13209,10.22493465962997
224010,13210,11.247592350143764
224011,13211,12.270250040688259
224012,13212,13.29290773123406
224013,13213,14.315565421779917
224014,13214,14.315565421779917
224015,13215,15.250162885749504
224016,13216,16.26471905204402
224017,13217,17.286593056869105
224018,13218,18.30917225410922
224019,13219,19.3318218724174
224020,13220,20.354478685669378
224021,13221,21.377136244389405
224022,13222,22.399793921653597
224023,13223,23.422451610834983
224024,13224,24.445109301239004
224025,13225,25.467766991770016
224026,13226,26.490424682314693
224027,13227,27.5130823257952
224028,13228,28.53573996771212
224029,13229,29.558397609575533
224030,13230,30.581055251437064
224031,13231,31.60371289329853
224032,13232,32.62637053515999
224033,13233,33.64902817702146
224034,13234,34.67168581888292
224035,13235,35.694343460744385
224036,13236,36.71700110260585
224037,13237,37.73965874446731
224038,13238,38.76231638632878
224039,13239,39.784974043862974
224040,13240,40.807631701933055
224041,13241,41.83028936002195
224042,13242,42.85294701811152
224043,13243,43.875604676201114
224044,13244,44.898262349963446
224045,13245,45.92092002426166
224046,13246,46.943577698578686
224047,13247,47.966235372896385
224048,13248,48.98889304721411
224049,13249,50.01155072153184
224050,13250,51.03420839584957
224051,13251,52.056866054494556
224052,13252,53.0795237282764
224053,13253,54.10218140257531
224054,13254,55.124839076892364
224055,13255,56.14749675121006
224056,13256,57.17015442552779
224057,13257,58.192812100367355
224058,13258,59.21546977466848
224059,13259,60.23812744896347
224100,13260,61.26078512325839
224101,13261,62.283442797553306
224102,13262,63.306100471848225
224103,13263,64.32875814614314
224104,13264,65.35141582043806
224105,13265,66.37407349473298
224106,13266,67.3967311690279
224107,13267,68.41938884332282
224108,13268,69.44204651761774
224109,13269,70.46470419191266
224110,13270,71.48736186620758
224111,13271,72.5100195405025
224112,13272,73.53267721479742
224113,13273,74.55533488909234
224114,13274,75.57799256338726
224115,13275,76.60065023768217
224116,13276,77.6233079119771
224117,13277,78.64596558627201
224118,13278,79.66862326056693
224119,13279,80.69128093486185
224120,13280,81.71393860915677
224121,13281,82.73659627809683
224122,13282,83.75925394697549
224123,13283,84.78191161585345
224124,13284,85.80456928473139
224125,13285,86.82722695360933
224126,13286,87.84988462248727
224127,13287,88.8725422913652
224128,13288,89.89519996024315
224129,13289,90.91785762912109
224130,13290,91.94051529799903
224131,13291,92.96317296687697
224132,13292,93.98583063575491
224133,13293,95.00848830463285
224134,13294,96.03114597351079
224135,13295,97.05380364238873
224136,13296,98.07646131126667
224137,13297,99.09911898014461
224138,13298,100.12177664902255
224139,13299,101.14443431790049
224140,13300,102.16709198677843
224141,13301,103.18974965565637
224142,13302,104.21240732453431
224143,13303,105.23506499341225
224144,13304,106.25772266229019
224145,13305,107.28038033116813
224146,13306,108.30303800004607
224147,13307,109.32569566892401
224148,13308,110.34835333780195
224149,13309,111.3710110066799
224150,13310,112.39366867555783
224151,13311,113.41632634443577
224152,13312,114.43898401331371
224153,13313,115.46164168219165
224154,13314,116.4842993510696
224155,13315,117.50695701994754
224156,13316,118.52961468882548
224157,13317,119.55227235770342
224158,13318,120.57493002658136
224159,13319,121.59758769010443
224200,13320,122.62024535356612
224201,13321,123.6429030170271
224202,13322,124.66556068048806
224203,13323,125.68821834394902
224204,13324,126.71087600740998
224205,13325,127.73353367087094
224206,13326,128.7561913343319
224207,13327,129.77884900314774
224208,13328,130.80150667202497
224209,13329,131.8241643409029
224210,13330,132.84682200978085
224211,13331,133.86947968401367
224212,13332,134.892137352953
224213,13333,135.91479502183165
224214,13334,136.9374526907096
224215,13335,137.96011035958753
224216,13336,138.98276802846547
224217,13337,140.0054256973434
224218,13338,141.02808336622135
224219,13339,142.05074104045417
224220,13340,143.07339871474838
224221,13341,144.0960563890433
224222,13342,145.11871406333822
224223,13343,146.14137173763314
224224,13344,147.1640294121103
224225,13345,148.1866870345825
224226,13346,149.2093446545825
224227,13347,150.23200227446014
224228,13348,151.25465991672417
224229,13349,152.27731756009382
224230,13350,153.29997520351998
224231,13351,154.32263284694912
224232,13352,155.34529049037843
224233,13353,156.36794815620038
224234,13354,157.39060582312828
224235,13355,158.41326349011274
224236,13356,159.43592115710015
224237,13357,160.45857882408774
224238,13358,161.48123649107532
224239,13359,162.5038941580629
224240,13360,163.5265518250505
224241,13361,164.54920951443071
224242,13362,165.5718672049169
224243,13363,166.59452489545964
224244,13364,167.61718258600533
224245,13365,168.63984027655118
224246,13366,169.66249796709704
224247,13367,170.68515563876116
224248,13368,171.70781331017363
224249,13369,172.73047098158273
224250,13370,173.75312865299176
224251,13371,174.7757863244008
224252,13372,175.79844399580983
224253,13373,176.82110166721887
224254,13374,177.8437593386279
224255,13375,178.86641701003694
224256,13376,179.88907468144598
224257,13377,180.911732352855
224258,13378,181.93439002426405
224259,13379,182.95704769567308
224300,13380,183.97970536708212
224301,13381,185.00236303849115
224302,13382,186.0250207099002
224303,13383,187.04767838130923
224304,13384,188.07033605271826
224305,13385,189.0929937241273
224306,13386,190.11565139553633
224307,13387,191.13830906694537
224308,13388,192.1609667383544
224309,13389,193.18362440976344
224310,13390,194.20628207487965
224311,13391,195.22893973991094
224312,13392,196.25159740494107
224313,13393,197.27425506997116
224314,13394,198.29691273500126
224315,13395,199.31957040003135
224316,13396,200.34222806506145
