time1sec,countTime,totalDistance
214100,9660,1.0202984330456968
214101,9661,1.0202984330456968
214102,9662,1.0202984330456968
214103,9663,1.0202984330456968
214104,9664,1.0202984330456968
214105,9665,1.0202984330456968
214106,9666,1.0202984330456968
214107,9667,1.0202984330456968
214108,9668,1.0202984330456968
214109,9669,1.0202984330456968
214110,9670,1.0202984330456968
214111,9671,1.0202984330456968
214112,9672,1.0202984330456968
214113,9673,1.0202984330456968
214114,9674,1.0202984330456968
214115,9675,1.0202984330456968
214116,9676,1.0202984330456968
214117,9677,1.0202984330456968
214118,9678,1.0202984330456968
214119,9679,1.0202984330456968
214120,9680,1.0202984330456968
214121,9681,1.0202984330456968
214122,9682,1.0202984330456968
214123,9683,1.0202984330456968
214124,9684,1.0202984330456968
214125,9685,1.0202984330456968
214126,9686,1.0202984330456968
214127,9687,1.0202984330456968
214128,9688,1.0202984330456968
214129,9689,1.0202984330456968
214130,9690,1.0202984330456968
214131,9691,1.0202984330456968
214132,9692,1.0202984330456968
214133,9693,1.0202984330456968
214134,9694,1.0202984330456968
214135,9695,1.0202984330456968
214136,9696,1.0202984330456968
214137,9697,1.0202984330456968
214138,9698,1.0202984330456968
214139,9699,1.0202984330456968
214140,9700,1.0202984330456968
214141,9701,1.0202984330456968
214142,9702,1.0202984330456968
214143,9703,1.0202984330456968
214144,9704,1.0202984330456968
214145,9705,1.0202984330456968
214146,9706,1.0202984330456968
214147,9707,1.0202984330456968
214148,9708,1.0202984330456968
214149,9709,1.0202984330456968
214150,9710,1.0202984330456968
214151,9711,1.0202984330456968
214152,9712,1.0202984330456968
214153,9713,1.0202984330456968
214154,9714,1.0202984330456968
214155,9715,1.0202984330456968
214156,9716,1.0202984330456968
214157,9717,1.0202984330456968
214158,9718,1.0202984330456968
214159,9719,1.0202984330456968
214200,9720,1.0202984330456968
214201,9721,1.0202984330456968
214202,9722,1.0202984330456968
214203,9723,1.0202984330456968
214204,9724,1.0202984330456968
214205,9725,1.0202984330456968
214206,9726,1.0202984330456968
214207,9727,1.0202984330456968
214208,9728,1.0202984330456968
214209,9729,1.0202984330456968
214210,9730,1.9452219263711452
214211,9731,2.9734293504603935
214212,9732,4.0108147935169445
214213,9733,4.967219069959292
