currentTime,naiveAgent,rationalAgent,rubyAgent,allAgent
19:00:00,88,0,0,88
19:01:00,91,0,0,91
19:02:00,93,0,0,93
19:03:00,96,0,0,96
19:04:00,98,0,0,98
19:05:00,100,0,0,100
19:06:00,103,0,0,103
19:07:00,105,0,0,105
19:08:00,108,0,0,108
19:09:00,111,0,0,111
19:10:00,113,0,0,113
19:11:00,116,0,0,116
19:12:00,118,0,0,118
19:13:00,121,0,0,121
19:14:00,124,0,0,124
19:15:00,126,0,0,126
19:16:00,129,0,0,129
19:17:00,131,0,0,131
19:18:00,134,0,0,134
19:19:00,137,0,0,137
19:20:00,139,0,0,139
19:21:00,142,0,0,142
19:22:00,144,0,0,144
19:23:00,147,0,0,147
19:24:00,150,0,0,150
19:25:00,152,0,0,152
19:26:00,155,0,0,155
19:27:00,157,0,0,157
19:28:00,160,0,0,160
19:29:00,162,0,0,162
19:30:00,165,0,0,165
19:31:00,167,0,0,167
19:32:00,169,0,0,169
19:33:00,172,0,0,172
19:34:00,174,0,0,174
19:35:00,176,0,0,176
19:36:00,178,0,0,178
19:37:00,181,0,0,181
19:38:00,183,0,0,183
19:39:00,185,0,0,185
19:40:00,187,0,0,187
19:41:00,189,0,0,189
19:42:00,191,0,0,191
19:43:00,193,0,0,193
19:44:00,194,0,0,194
19:45:00,196,0,0,196
19:46:00,198,0,0,198
19:47:00,199,0,0,199
19:48:00,201,0,0,201
19:49:00,202,0,0,202
19:50:00,204,0,0,204
19:51:00,205,0,0,205
19:52:00,206,0,0,206
19:53:00,207,0,0,207
19:54:00,209,0,0,209
19:55:00,210,0,0,210
19:56:00,210,0,0,210
19:57:00,211,0,0,211
19:58:00,212,0,0,212
19:59:00,213,0,0,213
20:00:00,213,0,0,213
20:01:00,214,0,0,214
20:02:00,214,0,0,214
20:03:00,215,0,0,215
20:04:00,215,0,0,215
20:05:00,215,0,0,215
20:06:00,215,0,1,216
20:07:00,215,0,1,216
20:08:00,215,0,1,216
20:09:00,215,0,1,216
20:10:00,215,0,1,216
20:11:00,214,0,1,215
20:12:00,214,0,2,216
20:13:00,213,0,2,215
20:14:00,213,0,2,215
20:15:00,212,0,2,214
20:16:00,211,0,3,214
20:17:00,210,0,3,213
20:18:00,210,0,4,214
20:19:00,209,0,4,213
20:20:00,207,0,5,212
20:21:00,206,0,5,211
20:22:00,205,0,6,211
20:23:00,204,0,6,210
20:24:00,202,0,7,209
20:25:00,201,0,8,209
20:26:00,199,0,9,208
20:27:00,198,0,10,208
20:28:00,196,0,11,207
20:29:00,194,0,12,206
20:30:00,193,0,13,206
20:31:00,191,0,14,205
20:32:00,189,0,16,205
20:33:00,187,0,17,204
20:34:00,185,0,19,204
20:35:00,183,0,21,204
20:36:00,181,0,23,204
20:37:00,178,0,25,203
20:38:00,176,0,27,203
20:39:00,174,0,29,203
20:40:00,172,0,32,204
20:41:00,169,0,34,203
20:42:00,167,0,37,204
20:43:00,165,0,40,205
20:44:00,162,0,43,205
20:45:00,160,0,46,206
20:46:00,157,0,50,207
20:47:00,155,0,53,208
20:48:00,152,0,57,209
20:49:00,150,0,61,211
20:50:00,147,0,65,212
20:51:00,144,0,70,214
20:52:00,142,0,74,216
20:53:00,139,0,79,218
20:54:00,137,0,84,221
20:55:00,134,0,89,223
20:56:00,131,0,95,226
20:57:00,129,0,100,229
20:58:00,126,0,106,232
20:59:00,124,0,111,235
21:00:00,121,0,117,238
21:01:00,118,0,124,242
21:02:00,116,0,130,246
21:03:00,113,0,136,249
21:04:00,111,0,143,254
21:05:00,108,0,149,257
21:06:00,106,0,156,262
21:07:00,103,0,163,266
21:08:00,101,0,169,270
21:09:00,98,0,176,274
21:10:00,96,0,183,279
21:11:00,93,0,190,283
21:12:00,91,0,197,288
21:13:00,88,0,204,292
21:14:00,86,0,210,296
21:15:00,84,0,217,301
21:16:00,81,0,224,305
21:17:00,79,0,230,309
21:18:00,77,0,237,314
21:19:00,75,0,243,318
21:20:00,72,0,249,321
21:21:00,70,0,255,325
21:22:00,68,0,260,328
21:23:00,66,0,265,331
21:24:00,64,0,270,334
21:25:00,62,0,275,337
21:26:00,60,0,280,340
21:27:00,58,0,284,342
21:28:00,56,0,288,344
21:29:00,55,0,291,346
21:30:00,53,0,294,347
21:31:00,51,0,297,348
21:32:00,49,0,299,348
21:33:00,48,0,301,349
21:34:00,46,0,303,349
21:35:00,44,0,304,348
21:36:00,43,0,305,348
21:37:00,41,0,305,346
21:38:00,40,0,305,345
21:39:00,38,0,304,342
21:40:00,37,0,304,341
21:41:00,35,0,302,337
21:42:00,34,0,300,334
21:43:00,33,0,298,331
21:44:00,32,0,296,328
21:45:00,30,0,293,323
21:46:00,29,0,289,318
21:47:00,28,0,286,314
21:48:00,27,0,282,309
21:49:00,26,0,277,303
21:50:00,25,0,273,298
21:51:00,24,0,268,292
21:52:00,23,0,263,286
21:53:00,22,0,257,279
21:54:00,21,0,251,272
21:55:00,20,0,246,266
21:56:00,19,0,239,258
21:57:00,18,0,233,251
21:58:00,17,0,227,244
21:59:00,17,0,220,237
22:00:00,16,0,214,230
22:01:00,15,0,207,222
22:02:00,14,0,200,214
22:03:00,14,0,193,207
22:04:00,13,0,186,199
22:05:00,12,0,179,191
22:06:00,12,0,173,185
22:07:00,11,0,166,177
22:08:00,11,0,159,170
22:09:00,10,0,152,162
22:10:00,10,0,146,156
22:11:00,9,0,139,148
22:12:00,9,0,133,142
22:13:00,8,0,126,134
22:14:00,8,0,120,128
22:15:00,7,0,114,121
22:16:00,7,0,108,115
22:17:00,7,0,103,110
22:18:00,6,0,97,103
22:19:00,6,0,92,98
22:20:00,6,0,86,92
22:21:00,5,0,81,86
22:22:00,5,0,77,82
22:23:00,5,0,72,77
22:24:00,4,0,67,71
22:25:00,4,0,63,67
22:26:00,4,0,59,63
22:27:00,4,0,55,59
22:28:00,3,0,51,54
22:29:00,3,0,48,51
22:30:00,3,0,45,48
22:31:00,3,0,41,44
22:32:00,3,0,38,41
22:33:00,2,0,36,38
22:34:00,2,0,33,35
22:35:00,2,0,30,32
22:36:00,2,0,28,30
22:37:00,2,0,26,28
22:38:00,2,0,24,26
22:39:00,2,0,22,24
22:40:00,1,0,20,21
22:41:00,1,0,18,19
22:42:00,1,0,17,18
22:43:00,1,0,15,16
22:44:00,1,0,14,15
22:45:00,1,0,13,14
22:46:00,1,0,11,12
22:47:00,1,0,10,11
22:48:00,1,0,9,10
22:49:00,1,0,8,9
22:50:00,1,0,8,9
22:51:00,0,0,7,7
22:52:00,0,0,6,6
22:53:00,0,0,5,5
22:54:00,0,0,5,5
22:55:00,0,0,4,4
22:56:00,0,0,4,4
22:57:00,0,0,3,3
22:58:00,0,0,3,3
22:59:00,0,0,3,3
23:00:00,0,0,2,2
23:01:00,0,0,2,2
23:02:00,0,0,2,2
23:03:00,0,0,1,1
23:04:00,0,0,1,1
23:05:00,0,0,1,1
23:06:00,0,0,1,1
23:07:00,0,0,1,1
23:08:00,0,0,1,1
23:09:00,0,0,0,0
23:10:00,0,0,0,0
23:11:00,0,0,0,0
23:12:00,0,0,0,0
23:13:00,0,0,0,0
23:14:00,0,0,0,0
23:15:00,0,0,0,0
23:16:00,0,0,0,0
23:17:00,0,0,0,0
23:18:00,0,0,0,0
23:19:00,0,0,0,0
23:20:00,0,0,0,0
23:21:00,0,0,0,0
23:22:00,0,0,0,0
23:23:00,0,0,0,0
23:24:00,0,0,0,0
23:25:00,0,0,0,0
23:26:00,0,0,0,0
23:27:00,0,0,0,0
23:28:00,0,0,0,0
23:29:00,0,0,0,0
23:30:00,0,0,0,0
23:31:00,0,0,0,0
23:32:00,0,0,0,0
23:33:00,0,0,0,0
23:34:00,0,0,0,0
23:35:00,0,0,0,0
23:36:00,0,0,0,0
23:37:00,0,0,0,0
23:38:00,0,0,0,0
23:39:00,0,0,0,0
23:40:00,0,0,0,0
23:41:00,0,0,0,0
23:42:00,0,0,0,0
23:43:00,0,0,0,0
23:44:00,0,0,0,0
23:45:00,0,0,0,0
23:46:00,0,0,0,0
23:47:00,0,0,0,0
23:48:00,0,0,0,0
23:49:00,0,0,0,0
23:50:00,0,0,0,0
23:51:00,0,0,0,0
23:52:00,0,0,0,0
23:53:00,0,0,0,0
23:54:00,0,0,0,0
23:55:00,0,0,0,0
23:56:00,0,0,0,0
23:57:00,0,0,0,0
23:58:00,0,0,0,0
23:59:00,0,0,0,0
