1900,1,0
1900.833333,2,0
1901.666667,2,1
1902.5,1,0
1903.333333,0,1
1904.166667,4,6
1905,0,54
1905.833333,2,89
1906.666667,4,81
1907.5,2,85
1908.333333,3,91
1909.166667,0,116
1910,0,103
1910.833333,4,134
1911.666667,1,197
1912.5,0,185
1913.333333,0,179
1914.166667,2,197
1915,0,168
1915.833333,7,180
1916.666667,1,164
1917.5,1,189
1918.333333,3,132
1919.166667,0,68
1920,2,26
1920.833333,11,7
1921.666667,0,17
1922.5,0,16
1923.333333,0,45
1924.166667,0,79
1925,3,81
1925.833333,0,74
1926.666667,0,88
1927.5,2,71
1928.333333,1,77
1929.166667,1,134
1930,1,171
1930.833333,0,161
1931.666667,1,140
1932.5,2,137
1933.333333,0,129
1934.166667,1,138
1935,1,99
1935.833333,1,92
1936.666667,1,99
1937.5,4,101
1938.333333,3,105
1939.166667,4,78
1940,1,107
1940.833333,5,71
1941.666667,2,91
1942.5,1,123
1943.333333,1,130
1944.166667,5,122
1945,2,131
1945.833333,0,119
1946.666667,1,111
1947.5,1,92
1948.333333,6,11
1949.166667,6,3
1950,4,1
1950.833333,11,1
1951.666667,3,5
1952.5,4,0
1953.333333,4,0
1954.166667,3,0
1955,2,1
1955.833333,0,0
1956.666667,3,1
1957.5,0,2
1958.333333,4,0
1959.166667,2,0
1960,3,0
1960.833333,1,1
1961.666667,4,26
1962.5,4,55
1963.333333,4,67
1964.166667,2,60
1965,2,59
1965.833333,3,30
1966.666667,4,69
1967.5,1,71
1968.333333,1,73
1969.166667,2,96
1970,3,104
1970.833333,0,86
1971.666667,7,81
1972.5,0,93
1973.333333,7,109
1974.166667,3,100
1975,3,102
1975.833333,2,95
1976.666667,7,69
1977.5,11,54
1978.333333,2,15
1979.166667,4,9
1980,9,12
1980.833333,14,1
1981.666667,7,1
1982.5,7,17
1983.333333,7,24
1984.166667,11,57
1985,5,86
1985.833333,5,97
1986.666667,3,67
1987.5,4,56
1988.333333,9,35
1989.166667,5,5
1990,6,13
1990.833333,11,3
1991.666667,11,1
1992.5,15,2
1993.333333,14,1
1994.166667,18,2
1995,18,6
1995.833333,11,19
1996.666667,3,47
1997.5,20,61
1998.333333,0,1
1999.166667,30,21.5
2000,60,42
2000.833333,22,30
2001.666667,15,7
2002.5,18,21
2003.333333,30,12
2004.166667,37,21
2005,34,25
2005.833333,24,36
2006.666667,45,37
2007.5,20,33
2008.333333,37,32
2009.166667,35,26
2010,61,11
2010.833333,43,6
2011.666667,30,5
2012.5,29,17
2013.333333,30,20
2014.166667,34,6
2015,13,8
2015.833333,19,3
2016.666667,29,2
2017.5,13,3
2018.333333,11,3
2019.166667,31,3
2020,63,3
2020.833333,62,29
2021.666667,43,35
2022.5,56,31
2023.333333,75,39
2024.166667,110,33
2025,96,32
2025.833333,110,25
2026.666667,87,11
2027.5,76,10
2028.333333,111,16
2029.166667,83,19
2030,90,15
2030.833333,66,14
2031.666667,35,6
2032.5,35,3
2033.333333,94,6
2034.166667,87,4
2035,95,8
2035.833333,79,12
2036.666667,67,1
2037.5,64,6
2038.333333,70,6
2039.166667,116,2
2040,117,4
2040.833333,131,1
2041.666667,139,1
2042.5,136,0
2043.333333,98,2
2044.166667,89,2
2045,110,3
2045.833333,119,15
2046.666667,103,23
2047.5,154,27
2048.333333,137,22
2049.166667,133,12
2050,133,5
2050.833333,117,3
2051.666667,168,6
2052.5,160,5
2053.333333,144,10
2054.166667,149,19
2055,147,22
2055.833333,158,8
2056.666667,141,10
2057.5,123,3
2058.333333,151,2
2059.166667,149,3
2060,121,0
2060.833333,146,2
2061.666667,131,0
2062.5,116,3
2063.333333,119,2
2064.166667,132,1
2065,160,3
2065.833333,185,0
2066.666667,163,11
2067.5,173,6
2068.333333,188,4
2069.166667,163,8
2070,138,3
2070.833333,155,4
2071.666667,147,3
2072.5,172,1
2073.333333,167,4
2074.166667,160,4
2075,174,2
2075.833333,182,4
2076.666667,159,5
2077.5,161,6
2078.333333,148,0
2079.166667,171,2
2080,174,2
2080.833333,188,1
2081.666667,167,3
2082.5,195,2
2083.333333,220,4
2084.166667,177,2
2085,185,0
2085.833333,183,6
2086.666667,180,9
2087.5,185,6
2088.333333,138,5
2089.166667,170,4
2090,165,5
2090.833333,162,4
2091.666667,193,2
2092.5,213,2
2093.333333,193,2
2094.166667,200,4
2095,192,2
2095.833333,172,2
2096.666667,68,2
2097.5,22,3
2098.333333,0,0
2099.166667,5,0
2100,9,0
2100.833333,8,1
2101.666667,8,3
2102.5,6,0
2103.333333,3,2
2104.166667,5,5
2105,16,4
2105.833333,138,5
2106.666667,148,4
2107.5,183,4
2108.333333,195,6
2109.166667,142,5
2110,9,4
2110.833333,10,5
2111.666667,6,4
2112.5,10,2
2113.333333,3,1
2114.166667,0,2
2115,2,2
2115.833333,1,2
2116.666667,72,2
2117.5,151,9
2118.333333,27,13
2119.166667,67,6
2120,100,0
2120.833333,131,5
2121.666667,118,2
2122.5,164,1
2123.333333,168,0
2124.166667,149,0
2125,141,2
2125.833333,138,0
2126.666667,168,0
2127.5,167,1
2128.333333,110,1
2129.166667,137,3
2130,77,2
2130.833333,105,2
2131.666667,124,1
2132.5,172,1
2133.333333,163,1
2134.166667,138,1
2135,175,1
2135.833333,187,3
2136.666667,169,4
2137.5,165,2
2138.333333,194,3
2139.166667,173,3
2140,191,3
2140.833333,166,4
2141.666667,189,2
2142.5,174,5
2143.333333,133,1
2144.166667,173,1
2145,160,3
2145.833333,146,2
2146.666667,129,3
2147.5,165,0
2148.333333,164,1
2149.166667,191,2
2150,185,4
2150.833333,160,1
2151.666667,160,0
2152.5,162,3
2153.333333,164,3
2154.166667,121,3
2155,139,2
2155.833333,154,4
2156.666667,170,4
2157.5,202,3
2158.333333,160,2
2159.166667,182,3
2160,174,4
2160.833333,159,4
2161.666667,151,0
2162.5,146,3
2163.333333,169,2
2164.166667,162,0
2165,134,2
2165.833333,57,2
2166.666667,10,3
2167.5,9,3
2168.333333,4,1
2169.166667,4,4
2170,8,5
2170.833333,4,2
2171.666667,82,1
2172.5,136,7
2173.333333,167,1
2174.166667,182,2
2175,155,4
2175.833333,142,0
2176.666667,89,4
2177.5,86,7
2178.333333,85,0
2179.166667,114,4
2180,112,1
2180.833333,132,2
2181.666667,139,1
2182.5,115,1
2183.333333,128,0
2184.166667,143,0
2185,154,1
2185.833333,169,1
2186.666667,147,1
2187.5,153,3
2188.333333,155,1
2189.166667,94,1
2190,94,2
2190.833333,93,3
2191.666667,95,1
2192.5,114,2
