time30sec,countTime,inflowStation,inflowStation10
1900,0,1,0
1900.833333,30,2,0
1901.666667,60,2,0
1902.5,90,1,0
1903.333333,120,0,0
1904.166667,150,4,1
1905,180,0,0
1905.833333,210,2,0
1906.666667,240,4,0
1907.5,270,2,0
1908.333333,300,3,1
1909.166667,330,0,0
1910,360,0,0
1910.833333,390,4,0
1911.666667,420,1,0
1912.5,450,0,0
1913.333333,480,0,0
1914.166667,510,2,0
1915,540,0,0
1915.833333,570,7,1
1916.666667,600,1,0
1917.5,630,1,0
1918.333333,660,3,1
1919.166667,690,0,0
1920,720,2,0
1920.833333,750,11,1
1921.666667,780,0,0
1922.5,810,0,0
1923.333333,840,0,0
1924.166667,870,0,0
1925,900,3,0
1925.833333,930,0,0
1926.666667,960,0,0
1927.5,990,2,0
1928.333333,1020,1,0
1929.166667,1050,1,1
1930,1080,1,0
1930.833333,1110,0,0
1931.666667,1140,1,0
1932.5,1170,2,0
1933.333333,1200,0,0
1934.166667,1230,1,0
1935,1260,1,0
1935.833333,1290,1,0
1936.666667,1320,1,0
1937.5,1350,4,1
1938.333333,1380,3,0
1939.166667,1410,4,0
1940,1440,1,1
1940.833333,1470,5,0
1941.666667,1500,2,0
1942.5,1530,1,0
1943.333333,1560,1,0
1944.166667,1590,5,1
1945,1620,2,0
1945.833333,1650,0,0
1946.666667,1680,1,0
1947.5,1710,1,0
1948.333333,1740,6,1
1949.166667,1770,6,1
1950,1800,4,0
1950.833333,1830,11,1
1951.666667,1860,3,0
1952.5,1890,4,1
1953.333333,1920,4,0
1954.166667,1950,3,0
1955,1980,2,1
1955.833333,2010,0,0
1956.666667,2040,3,0
1957.5,2070,0,0
1958.333333,2100,4,0
1959.166667,2130,2,1
1960,2160,3,0
1960.833333,2190,1,0
1961.666667,2220,4,0
1962.5,2250,4,1
1963.333333,2280,4,0
1964.166667,2310,2,0
1965,2340,2,1
1965.833333,2370,3,0
1966.666667,2400,4,0
1967.5,2430,1,0
1968.333333,2460,1,0
1969.166667,2490,2,1
1970,2520,3,0
1970.833333,2550,0,0
1971.666667,2580,7,1
1972.5,2610,0,0
1973.333333,2640,7,0
1974.166667,2670,3,1
1975,2700,3,0
1975.833333,2730,2,0
1976.666667,2760,7,1
1977.5,2790,11,1
1978.333333,2820,2,0
1979.166667,2850,4,1
1980,2880,9,0
1980.833333,2910,14,2
1981.666667,2940,7,1
1982.5,2970,7,0
1983.333333,3000,7,1
1984.166667,3030,11,1
1985,3060,5,1
1985.833333,3090,5,0
1986.666667,3120,3,0
1987.5,3150,4,1
1988.333333,3180,9,1
1989.166667,3210,5,0
1990,3240,6,1
1990.833333,3270,11,1
1991.666667,3300,11,1
1992.5,3330,15,1
1993.333333,3360,14,2
1994.166667,3390,18,2
1995,3420,18,1
1995.833333,3450,11,2
1996.666667,3480,3,0
1997.5,3510,20,2
1998.333333,3540,0,0
1999.166667,3570,30,3
2000,3600,60,6
2000.833333,3630,22,2
2001.666667,3660,15,2
2002.5,3690,18,1
2003.333333,3720,30,3
2004.166667,3750,37,4
2005,3780,34,3
2005.833333,3810,24,3
2006.666667,3840,45,4
2007.5,3870,20,2
2008.333333,3900,37,4
2009.166667,3930,35,4
2010,3960,61,6
2010.833333,3990,43,4
2011.666667,4020,30,3
2012.5,4050,29,3
2013.333333,4080,30,3
2014.166667,4110,34,3
2015,4140,13,2
2015.833333,4170,19,1
2016.666667,4200,29,3
2017.5,4230,13,2
2018.333333,4260,11,1
2019.166667,4290,31,3
2020,4320,63,6
2020.833333,4350,62,6
2021.666667,4380,43,5
2022.5,4410,56,5
2023.333333,4440,75,8
2024.166667,4470,110,11
2025,4500,96,9
2025.833333,4530,110,11
2026.666667,4560,87,9
2027.5,4590,76,8
2028.333333,4620,111,11
2029.166667,4650,83,8
2030,4680,90,9
2030.833333,4710,66,7
2031.666667,4740,35,3
2032.5,4770,35,4
2033.333333,4800,94,9
2034.166667,4830,87,9
2035,4860,95,9
2035.833333,4890,79,8
2036.666667,4920,67,7
2037.5,4950,64,6
2038.333333,4980,70,7
2039.166667,5010,116,12
2040,5040,117,12
2040.833333,5070,131,13
2041.666667,5100,139,14
2042.5,5130,136,13
2043.333333,5160,98,10
2044.166667,5190,89,9
2045,5220,110,11
2045.833333,5250,119,12
2046.666667,5280,103,10
2047.5,5310,154,15
2048.333333,5340,137,14
2049.166667,5370,133,13
2050,5400,133,14
2050.833333,5430,117,11
2051.666667,5460,168,17
2052.5,5490,160,16
2053.333333,5520,144,15
2054.166667,5550,149,15
2055,5580,147,14
2055.833333,5610,158,16
2056.666667,5640,141,14
2057.5,5670,123,12
2058.333333,5700,151,16
2059.166667,5730,149,14
2060,5760,121,13
2060.833333,5790,146,14
2061.666667,5820,131,13
2062.5,5850,116,12
2063.333333,5880,119,12
2064.166667,5910,132,13
2065,5940,160,16
2065.833333,5970,185,18
2066.666667,6000,163,17
2067.5,6030,173,17
2068.333333,6060,188,19
2069.166667,6090,163,16
2070,6120,138,14
2070.833333,6150,155,15
2071.666667,6180,147,15
2072.5,6210,172,17
2073.333333,6240,167,17
2074.166667,6270,160,16
2075,6300,174,17
2075.833333,6330,182,19
2076.666667,6360,159,16
2077.5,6390,161,16
2078.333333,6420,148,14
2079.166667,6450,171,18
2080,6480,174,17
2080.833333,6510,188,19
2081.666667,6540,167,16
2082.5,6570,195,20
2083.333333,6600,220,22
2084.166667,6630,177,18
2085,6660,185,18
2085.833333,6690,183,18
2086.666667,6720,180,18
2087.5,6750,185,19
2088.333333,6780,138,14
2089.166667,6810,170,17
2090,6840,165,16
2090.833333,6870,162,16
2091.666667,6900,193,20
2092.5,6930,213,21
2093.333333,6960,193,19
2094.166667,6990,200,20
2095,7020,192,20
2095.833333,7050,172,17
2096.666667,7080,68,7
2097.5,7110,22,2
2098.333333,7140,0,0
2099.166667,7170,5,0
2100,7200,9,1
2100.833333,7230,8,1
2101.666667,7260,8,1
2102.5,7290,6,0
2103.333333,7320,3,1
2104.166667,7350,5,0
2105,7380,16,2
2105.833333,7410,138,14
2106.666667,7440,148,14
2107.5,7470,183,19
2108.333333,7500,195,19
2109.166667,7530,142,14
2110,7560,9,1
2110.833333,7590,10,1
2111.666667,7620,6,1
2112.5,7650,10,1
2113.333333,7680,3,0
2114.166667,7710,0,0
2115,7740,2,0
2115.833333,7770,1,0
2116.666667,7800,72,8
2117.5,7830,151,15
2118.333333,7860,27,2
2119.166667,7890,67,7
2120,7920,100,10
2120.833333,7950,131,13
2121.666667,7980,118,12
2122.5,8010,164,16
2123.333333,8040,168,17
2124.166667,8070,149,15
2125,8100,141,14
2125.833333,8130,138,14
2126.666667,8160,168,17
2127.5,8190,167,17
2128.333333,8220,110,11
2129.166667,8250,137,13
2130,8280,77,8
2130.833333,8310,105,10
2131.666667,8340,124,13
2132.5,8370,172,17
2133.333333,8400,163,16
2134.166667,8430,138,14
2135,8460,175,18
2135.833333,8490,187,18
2136.666667,8520,169,17
2137.5,8550,165,17
2138.333333,8580,194,19
2139.166667,8610,173,17
2140,8640,191,20
2140.833333,8670,166,16
2141.666667,8700,189,19
2142.5,8730,174,17
2143.333333,8760,133,14
2144.166667,8790,173,17
2145,8820,160,16
2145.833333,8850,146,15
2146.666667,8880,129,13
2147.5,8910,165,16
2148.333333,8940,164,16
2149.166667,8970,191,20
2150,9000,185,18
2150.833333,9030,160,16
2151.666667,9060,160,16
2152.5,9090,162,16
2153.333333,9120,164,17
2154.166667,9150,121,12
2155,9180,139,14
2155.833333,9210,154,15
2156.666667,9240,170,17
2157.5,9270,202,20
2158.333333,9300,160,16
2159.166667,9330,182,18
2160,9360,174,18
2160.833333,9390,159,16
2161.666667,9420,151,15
2162.5,9450,146,14
2163.333333,9480,169,17
2164.166667,9510,162,17
2165,9540,134,13
2165.833333,9570,57,6
2166.666667,9600,10,1
2167.5,9630,9,1
2168.333333,9660,4,0
2169.166667,9690,4,0
2170,9720,8,1
2170.833333,9750,4,1
2171.666667,9780,82,8
2172.5,9810,136,13
2173.333333,9840,167,17
2174.166667,9870,182,18
2175,9900,155,16
2175.833333,9930,142,14
2176.666667,9960,89,9
2177.5,9990,86,8
2178.333333,10020,85,9
2179.166667,10050,114,11
2180,10080,112,12
2180.833333,10110,132,13
2181.666667,10140,139,14
2182.5,10170,115,11
2183.333333,10200,128,13
2184.166667,10230,143,14
2185,10260,154,16
2185.833333,10290,169,17
2186.666667,10320,147,14
2187.5,10350,153,16
2188.333333,10380,155,15
2189.166667,10410,94,9
2190,10440,94,10
2190.833333,10470,93,9
2191.666667,10500,95,10
2192.5,10530,114,11
2193.333333,10560,132,13
2194.166667,10590,149,15
2195,10620,141,14
2195.833333,10650,177,18
2196.666667,10680,139,14
2197.5,10710,164,16
2198.333333,10740,1,0
2199.166667,10770,71,7
2200,10800,142,15
2200.833333,10830,143,14
2201.666667,10860,186,19
2202.5,10890,158,15
2203.333333,10920,181,18
2204.166667,10950,157,16
2205,10980,186,19
2205.833333,11010,159,16
2206.666667,11040,150,15
2207.5,11070,142,14
2208.333333,11100,178,18
2209.166667,11130,160,16
2210,11160,139,14
2210.833333,11190,133,13
2211.666667,11220,136,13
2212.5,11250,135,14
2213.333333,11280,114,11
2214.166667,11310,144,15
2215,11340,148,15
2215.833333,11370,149,14
2216.666667,11400,136,14
2217.5,11430,139,14
2218.333333,11460,144,14
2219.166667,11490,171,17
2220,11520,149,15
2220.833333,11550,130,13
2221.666667,11580,154,16
2222.5,11610,124,12
2223.333333,11640,94,10
2224.166667,11670,118,11
2225,11700,112,12
2225.833333,11730,109,10
2226.666667,11760,104,11
2227.5,11790,121,12
2228.333333,11820,113,11
2229.166667,11850,112,11
2230,11880,124,13
2230.833333,11910,100,10
2231.666667,11940,108,11
2232.5,11970,108,10
2233.333333,12000,98,10
2234.166667,12030,130,13
2235,12060,120,12
2235.833333,12090,117,12
2236.666667,12120,104,10
2237.5,12150,94,10
2238.333333,12180,113,11
2239.166667,12210,112,11
2240,12240,79,8
2240.833333,12270,78,8
2241.666667,12300,91,9
2242.5,12330,91,9
2243.333333,12360,91,9
2244.166667,12390,111,11
2245,12420,101,10
2245.833333,12450,109,11
2246.666667,12480,117,12
2247.5,12510,98,10
2248.333333,12540,62,6
2249.166667,12570,21,2
2250,12600,11,1
2250.833333,12630,9,1
2251.666667,12660,5,1
2252.5,12690,22,2
2253.333333,12720,70,7
2254.166667,12750,80,8
2255,12780,83,8
2255.833333,12810,93,9
2256.666667,12840,97,10
2257.5,12870,102,10
2258.333333,12900,92,10
2259.166667,12930,101,10
2260,12960,89,9
2260.833333,12990,113,11
2261.666667,13020,128,13
2262.5,13050,72,7
2263.333333,13080,67,7
2264.166667,13110,60,6
2265,13140,29,2
2265.833333,13170,33,4
2266.666667,13200,17,1
2267.5,13230,29,3
2268.333333,13260,52,6
2269.166667,13290,37,3
2270,13320,31,3
2270.833333,13350,37,4
2271.666667,13380,32,3
2272.5,13410,51,5
2273.333333,13440,31,3
2274.166667,13470,37,4
2275,13500,37,4
2275.833333,13530,25,2
2276.666667,13560,37,4
2277.5,13590,28,3
2278.333333,13620,31,3
2279.166667,13650,28,3
2280,13680,25,2
2280.833333,13710,20,2
2281.666667,13740,20,2
2282.5,13770,15,2
2283.333333,13800,41,4
2284.166667,13830,29,3
2285,13860,12,1
2285.833333,13890,21,2
2286.666667,13920,20,2
2287.5,13950,16,2
2288.333333,13980,23,2
2289.166667,14010,21,2
2290,14040,10,1
2290.833333,14070,18,2
2291.666667,14100,15,1
2292.5,14130,22,3
2293.333333,14160,27,2
2294.166667,14190,8,1
2295,14220,35,4
2295.833333,14250,27,2
2296.666667,14280,16,2
2297.5,14310,12,1
2298.333333,14340,0,0
2299.166667,14370,6,1
2300,14400,11,1
2300.833333,14430,7,0
2301.666667,14460,21,3
2302.5,14490,17,1
2303.333333,14520,25,3
2304.166667,14550,28,3
2305,14580,17,1
2305.833333,14610,11,1
2306.666667,14640,8,1
2307.5,14670,14,2
2308.333333,14700,15,1
2309.166667,14730,19,2
2310,14760,22,2
2310.833333,14790,15,2
2311.666667,14820,8,0
2312.5,14850,16,2
2313.333333,14880,18,2
2314.166667,14910,21,2
2315,14940,11,1
2315.833333,14970,13,1
2316.666667,15000,12,2
2317.5,15030,6,0
2318.333333,15060,14,2
2319.166667,15090,12,1
2320,15120,8,1
2320.833333,15150,1,0
2321.666667,15180,14,1
2322.5,15210,9,1
2323.333333,15240,8,1
2324.166667,15270,8,1
2325,15300,7,0
2325.833333,15330,9,1
2326.666667,15360,15,2
2327.5,15390,10,1
2328.333333,15420,6,0
2329.166667,15450,7,1
2330,15480,13,1
2330.833333,15510,10,1
2331.666667,15540,11,1
2332.5,15570,11,1
2333.333333,15600,19,2
2334.166667,15630,14,2
2335,15660,14,1
2335.833333,15690,9,1
2336.666667,15720,7,1
2337.5,15750,24,2
2338.333333,15780,24,3
2339.166667,15810,16,1
2340,15840,15,2
2340.833333,15870,16,1
2341.666667,15900,13,2
2342.5,15930,13,1
2343.333333,15960,11,1
2344.166667,15990,10,1
2345,16020,22,2
2345.833333,16050,6,1
2346.666667,16080,12,1
2347.5,16110,6,1
2348.333333,16140,9,0
2349.166667,16170,11,2
2350,16200,16,1
2350.833333,16230,11,1
2351.666667,16260,12,1
2352.5,16290,12,2
2353.333333,16320,10,1
2354.166667,16350,22,2
2355,16380,1,0
2355.833333,16410,6,1
2356.666667,16440,4,0
2357.5,16470,8,1
2358.333333,16500,3,0
2359.166667,16530,11,1
2360,16560,13,1
2360.833333,16590,7,1
2361.666667,16620,4,1
2362.5,16650,12,1
2363.333333,16680,9,1
2364.166667,16710,4,0
2365,16740,11,1
2365.833333,16770,10,1
2366.666667,16800,8,1
2367.5,16830,0,0
2368.333333,16860,2,0
2369.166667,16890,2,0
2370,16920,6,1
2370.833333,16950,8,1
2371.666667,16980,5,0
2372.5,17010,10,1
2373.333333,17040,1,0
2374.166667,17070,1,0
2375,17100,3,1
2375.833333,17130,9,1
2376.666667,17160,3,0
2377.5,17190,0,0
2378.333333,17220,1,0
2379.166667,17250,0,0
2380,17280,0,0
2380.833333,17310,3,0
2381.666667,17340,1,0
2382.5,17370,0,0
2383.333333,17400,1,1
2384.166667,17430,0,0
2385,17460,3,0
2385.833333,17490,2,0
2386.666667,17520,0,0
2387.5,17550,0,0
2388.333333,17580,0,0
2389.166667,17610,1,0
2390,17640,4,1
2390.833333,17670,0,0
2391.666667,17700,0,0
2392.5,17730,0,0
2393.333333,17760,2,0
2394.166667,17790,1,0
2395,17820,1,0
2395.833333,17850,1,0
2396.666667,17880,1,0
2397.5,17910,0,0
