time1sec,countTime,totalDistance
214000,9600,1.0218682462199629
214001,9601,2.044525329686685
214002,9602,2.661579275916014
214003,9603,2.661579275916014
214004,9604,2.661579275916014
214005,9605,2.661579275916014
214006,9606,2.661579275916014
214007,9607,2.661579275916014
214008,9608,2.661579275916014
214009,9609,2.661579275916014
214010,9610,2.661579275916014
214011,9611,2.661579275916014
214012,9612,2.661579275916014
214013,9613,2.661579275916014
214014,9614,2.661579275916014
214015,9615,2.661579275916014
214016,9616,2.661579275916014
214017,9617,2.661579275916014
214018,9618,2.661579275916014
214019,9619,2.661579275916014
214020,9620,2.661579275916014
214021,9621,2.661579275916014
214022,9622,2.661579275916014
214023,9623,2.661579275916014
214024,9624,2.661579275916014
214025,9625,2.661579275916014
214026,9626,2.661579275916014
214027,9627,2.661579275916014
214028,9628,2.661579275916014
214029,9629,2.661579275916014
214030,9630,2.661579275916014
214031,9631,2.661579275916014
214032,9632,2.661579275916014
214033,9633,2.661579275916014
214034,9634,2.661579275916014
214035,9635,2.661579275916014
214036,9636,2.661579275916014
214037,9637,2.661579275916014
214038,9638,2.661579275916014
214039,9639,2.661579275916014
214040,9640,2.661579275916014
214041,9641,2.661579275916014
214042,9642,2.661579275916014
214043,9643,2.661579275916014
214044,9644,2.661579275916014
214045,9645,2.661579275916014
214046,9646,2.661579275916014
214047,9647,2.661579275916014
214048,9648,2.661579275916014
214049,9649,2.661579275916014
214050,9650,2.661579275916014
214051,9651,2.661579275916014
214052,9652,2.661579275916014
214053,9653,2.661579275916014
214054,9654,2.661579275916014
214055,9655,2.661579275916014
214056,9656,2.661579275916014
214057,9657,2.661579275916014
214058,9658,2.661579275916014
214059,9659,2.661579275916014
214100,9660,2.661579275916014
214101,9661,2.661579275916014
214102,9662,2.661579275916014
214103,9663,2.661579275916014
214104,9664,2.661579275916014
214105,9665,2.661579275916014
214106,9666,2.661579275916014
214107,9667,2.661579275916014
214108,9668,2.661579275916014
214109,9669,2.661579275916014
214110,9670,2.661579275916014
214111,9671,2.661579275916014
214112,9672,2.661579275916014
214113,9673,2.661579275916014
214114,9674,2.661579275916014
214115,9675,2.661579275916014
214116,9676,2.661579275916014
214117,9677,2.661579275916014
214118,9678,2.661579275916014
214119,9679,2.661579275916014
214120,9680,2.661579275916014
214121,9681,2.661579275916014
214122,9682,2.661579275916014
214123,9683,2.661579275916014
214124,9684,2.661579275916014
214125,9685,2.661579275916014
214126,9686,2.661579275916014
214127,9687,2.661579275916014
214128,9688,2.661579275916014
214129,9689,2.661579275916014
214130,9690,2.661579275916014
214131,9691,2.661579275916014
214132,9692,2.661579275916014
214133,9693,2.661579275916014
214134,9694,2.661579275916014
214135,9695,2.661579275916014
214136,9696,2.661579275916014
214137,9697,2.661579275916014
214138,9698,2.661579275916014
214139,9699,2.661579275916014
214140,9700,2.661579275916014
214141,9701,2.661579275916014
214142,9702,2.661579275916014
214143,9703,2.661579275916014
214144,9704,2.661579275916014
214145,9705,2.661579275916014
214146,9706,2.661579275916014
214147,9707,2.661579275916014
214148,9708,2.661579275916014
214149,9709,2.661579275916014
214150,9710,2.661579275916014
214151,9711,2.661579275916014
214152,9712,2.661579275916014
214153,9713,2.661579275916014
214154,9714,2.661579275916014
214155,9715,2.661579275916014
214156,9716,2.661579275916014
214157,9717,2.661579275916014
214158,9718,2.661579275916014
214159,9719,2.661579275916014
214200,9720,2.661579275916014
214201,9721,2.661579275916014
214202,9722,2.661579275916014
214203,9723,2.661579275916014
214204,9724,2.661579275916014
214205,9725,2.661579275916014
214206,9726,2.661579275916014
214207,9727,2.661579275916014
214208,9728,3.3349412885917395
214209,9729,4.081038623490286
214210,9730,4.948370225226116
214211,9731,5.917723768088921
214212,9732,6.894712359777325
214213,9733,7.73826715051231
214214,9734,8.626725443840563
214215,9735,9.601335141881714
214216,9736,10.648425108902497
214217,9737,11.703067678391305
214218,9738,12.748565729763826
214219,9739,13.792705595163135
214220,9740,14.82939661606062
214221,9741,15.855098603049182
214222,9742,16.878798660868217
214223,9743,17.90064635112927
214224,9744,18.924406840692935
214225,9745,19.95737544183443
214226,9746,20.99047582169905
214227,9747,22.023664862868888
214228,9748,23.056962044903283
214229,9749,24.090305442353426
214230,9750,25.123768438453062
214231,9751,26.157361670658123
214232,9752,27.190990985502506
214233,9753,28.224750990672796
214234,9754,29.258643087077544
214235,9755,30.292570955678585
214236,9756,31.32662825556944
214237,9757,32.360810139254745
214238,9758,33.39503552934706
214239,9759,34.42938368947753
214240,9760,35.46384916171523
214241,9761,36.498368489343484
214242,9762,37.53300687195919
214243,9763,38.56777181859976
214244,9764,39.6025931783463
214245,9765,40.63757202456364
214246,9766,41.67298659951853
214247,9767,42.70833877551182
214248,9768,43.74437694700403
214249,9769,44.78121793066606
214250,9770,45.81790032548991
214251,9771,46.85534682636013
214252,9772,47.8926349420442
214253,9773,48.93077200462295
214254,9774,49.969795023877076
214255,9775,51.00864832924056
214256,9776,52.04835415348385
214257,9777,53.08789761490312
214258,9778,54.12827744769844
214259,9779,55.16947053548762
214300,9780,56.21051777342191
214301,9781,57.252573453640196
214302,9782,58.294471803818595
214303,9783,59.337359604452196
214304,9784,60.3811713369184
214305,9785,61.42483849140417
214306,9786,62.46937868397382
214307,9787,63.51378230098146
214308,9788,64.55906952681484
214309,9789,65.60524801345787
214310,9790,66.6512953009837
214311,9791,67.69820788723395
214312,9792,68.74596108922773
214313,9793,69.79359795706081
214314,9794,70.84203321935553
214315,9795,71.89036274799567
214316,9796,72.93813572885222
214317,9797,73.98663671475869
214318,9798,75.03373342858478
214319,9799,76.08152130446331
214320,9800,77.1286888895545
214321,9801,78.17576740839469
214322,9802,79.22225546284184
214323,9803,80.26947044625639
214324,9804,81.31534675110593
214325,9805,82.36196357351811
214326,9806,83.40725559258298
214327,9807,84.45208117942629
214328,9808,85.4976113051529
214329,9809,86.54185937477655
214330,9810,87.58677903085389
214331,9811,88.63126904563887
214332,9812,89.67563086569496
214333,9813,90.7207740971103
214334,9814,91.76578761073027
214335,9815,92.81066556583511
214336,9816,93.85540795114592
214337,9817,94.90001468646835
214338,9818,95.94448799943363
214339,9819,96.97861419902934
214340,9820,98.00730090388878
214341,9821,99.0511908743927
214342,9822,100.09546302241628
214343,9823,101.14014805604661
214344,9824,102.1853185772082
214345,9825,103.23056726857143
214346,9826,104.27631871785206
214347,9827,105.32260606554017
214348,9828,106.36895640967039
214349,9829,107.41584513720589
214350,9830,108.46329655680276
214351,9831,109.5108081991382
214352,9832,110.55888244864454
214353,9833,111.6075400860181
214354,9834,112.65626049624575
214355,9835,113.70309475815303
214356,9836,114.75047142333976
214357,9837,115.79543281882867
214358,9838,116.8409120429797
214359,9839,117.88452254734219
214400,9840,118.92809987804984
214401,9841,119.96980814387423
214402,9842,121.00963545035665
214403,9843,122.04938767373261
214404,9844,123.08729686727415
214405,9845,124.12567301937865
214406,9846,125.16166674249165
214407,9847,126.19809857310985
214408,9848,127.23272484310105
214409,9849,128.26721331440672
214410,9850,129.29989633575505
214411,9851,130.33298802410633
214412,9852,131.36595376545284
214413,9853,132.39935273553257
214414,9854,133.43319600330784
214415,9855,134.4669215484688
214416,9856,135.5010861823464
214417,9857,136.53569989775795
214418,9858,137.57020599910098
214419,9859,138.60515581304793
214420,9860,139.64055834395361
214421,9861,140.68756055090105
214422,9862,141.73554694969908
214423,9863,142.77969433860034
214424,9864,143.8203585058339
214425,9865,144.861539341094
214426,9866,145.898838232849
214427,9867,146.93659122515086
214428,9868,147.97094003819606
214429,9869,149.00520613718083
214430,9870,150.03604176257184
214431,9871,151.06722123364793
214432,9872,152.09447582227895
214433,9873,153.12199963656198
214434,9874,154.14989785242463
214435,9875,155.1776736219729
214436,9876,156.2058220947518
214437,9877,157.2343731742459
214438,9878,158.26280434475615
214439,9879,159.291639308147
214440,9880,160.32091518393798
214441,9881,161.35006985467004
214442,9882,162.37966729346297
214443,9883,163.4097505943095
214444,9884,164.43970880736967
