time1sec,countTime,totalDistance
213000,9000,1.0202984330456968
213001,9001,2.0760370301415065
213002,9002,3.1364348296348767
213003,9003,4.18654111271064
213004,9004,5.2353674919671604
213005,9005,6.2724680205072145
213006,9006,7.29693618897799
213007,9007,8.319820831478717
213008,9008,9.382543215531141
213009,9009,10.449586266389874
213010,9010,11.506310407013281
213011,9011,12.551991709159973
213012,9012,13.596531250679368
213013,9013,14.631138584967188
213014,9014,15.664707311849313
213015,9015,16.688523988169198
213016,9016,17.71130478782981
213017,9017,18.75551123045079
213018,9018,19.800011773611686
213019,9019,20.84326471855173
213020,9020,21.886473326991677
213021,9021,22.928396584734372
213022,9022,23.969006904123663
213023,9023,25.009466703643
213024,9024,26.048555406484606
213025,9025,27.087414687553572
213026,9026,28.12617829939392
213027,9027,29.16473060052181
213028,9028,30.203086158460852
213029,9029,31.242577447107085
213030,9030,32.281887752851034
213031,9031,33.322298251489805
213032,9032,34.36253949038559
213033,9033,35.402632356506835
213034,9034,36.44395148427855
213035,9035,37.48522870962663
213036,9036,38.52774121134192
213037,9037,39.57026021474709
213038,9038,40.61400970616734
213039,9039,41.657781141069215
213040,9040,42.7015608587814
213041,9041,43.730748779856995
213042,9042,44.74797745068711
213043,9043,45.762243865087754
213044,9044,46.77638803528904
213045,9045,47.77602880180083
213046,9046,48.762836993955595
213047,9047,49.74754892623328
213048,9048,50.73224126333849
213049,9049,51.716940727433844
213050,9050,52.70164744081727
213051,9051,53.687688527404895
213052,9052,54.6750131215927
213053,9053,55.66236395287994
213054,9054,56.65094451782806
213055,9055,57.63955251262175
213056,9056,58.62946646173555
213057,9057,59.619405766099305
213058,9058,60.61063585196811
213059,9059,61.6018907682747
213100,9060,62.593123039078186
213101,9061,63.58234089458107
213102,9062,64.55878980751572
213103,9063,65.52223095175772
213104,9064,66.4724750908578
213105,9065,67.40933063142735
213106,9066,68.33271421717319
213107,9067,69.24210531621944
213108,9068,70.13812891638891
213109,9069,71.03398482513134
213110,9070,71.92863463944121
213111,9071,72.80984630427741
213112,9072,73.6776635443225
213113,9073,74.53074391424953
213114,9074,75.36908972694826
213115,9075,76.20724762416178
213116,9076,77.04533899495354
213117,9077,77.88309365769622
213118,9078,78.7197733598398
213119,9079,79.5545002166245
213120,9080,80.38870713973
213121,9081,81.22309587497374
213122,9082,82.05744355363672
213123,9083,82.89163102264601
213124,9084,83.72519967013271
213125,9085,83.72519967013271
213126,9086,83.72519967013271
213127,9087,83.72519967013271
213128,9088,83.72519967013271
213129,9089,83.72519967013271
213130,9090,83.72519967013271
213131,9091,83.72519967013271
213132,9092,83.72519967013271
213133,9093,83.72519967013271
213134,9094,83.72519967013271
213135,9095,83.72519967013271
213136,9096,83.72519967013271
213137,9097,83.72519967013271
213138,9098,83.72519967013271
213139,9099,83.72519967013271
213140,9100,83.72519967013271
213141,9101,83.72519967013271
213142,9102,83.72519967013271
213143,9103,83.72519967013271
213144,9104,83.72519967013271
213145,9105,83.72519967013271
213146,9106,83.72519967013271
213147,9107,83.72519967013271
213148,9108,83.72519967013271
213149,9109,83.72519967013271
213150,9110,83.72519967013271
213151,9111,83.72519967013271
213152,9112,83.72519967013271
213153,9113,83.72519967013271
213154,9114,83.72519967013271
213155,9115,83.72519967013271
213156,9116,83.72519967013271
213157,9117,83.72519967013271
213158,9118,83.72519967013271
213159,9119,83.72519967013271
213200,9120,83.72519967013271
213201,9121,83.72519967013271
213202,9122,83.72519967013271
213203,9123,83.72519967013271
213204,9124,83.72519967013271
213205,9125,83.72519967013271
213206,9126,83.72519967013271
213207,9127,83.72519967013271
213208,9128,83.72519967013271
213209,9129,83.72519967013271
213210,9130,83.72519967013271
213211,9131,83.72519967013271
213212,9132,83.72519967013271
213213,9133,83.72519967013271
213214,9134,84.57503101535343
213215,9135,85.43570579585457
213216,9136,86.30691058786772
213217,9137,87.18915987178987
213218,9138,88.08179829296978
213219,9139,88.97002679903596
213220,9140,89.86187745200004
213221,9141,90.76518201624009
213222,9142,91.66836963422791
