time1sec,countTime,totalDistance
200200,3720,1.0218682462199629
200201,3721,2.044525329686685
200202,3722,2.9902657792969545
200203,3723,3.9135016090759907
200204,3724,4.813520173646887
200205,3725,5.673495259736497
200206,3726,6.508112419399676
200207,3727,7.334362402119971
200208,3728,8.140604748549254
200209,3729,8.140604748549254
200210,3730,8.140604748549254
200211,3731,8.140604748549254
200212,3732,8.140604748549254
200213,3733,8.140604748549254
200214,3734,8.140604748549254
200215,3735,8.140604748549254
200216,3736,8.140604748549254
200217,3737,8.140604748549254
200218,3738,8.140604748549254
200219,3739,8.140604748549254
200220,3740,8.140604748549254
200221,3741,8.140604748549254
200222,3742,8.140604748549254
200223,3743,8.140604748549254
200224,3744,8.140604748549254
200225,3745,8.140604748549254
200226,3746,8.140604748549254
200227,3747,8.140604748549254
200228,3748,8.140604748549254
200229,3749,8.140604748549254
200230,3750,8.140604748549254
200231,3751,8.140604748549254
200232,3752,8.140604748549254
200233,3753,8.140604748549254
200234,3754,8.140604748549254
200235,3755,8.140604748549254
200236,3756,8.140604748549254
200237,3757,8.140604748549254
200238,3758,8.140604748549254
200239,3759,8.140604748549254
200240,3760,8.140604748549254
200241,3761,8.140604748549254
200242,3762,8.140604748549254
200243,3763,8.140604748549254
200244,3764,8.140604748549254
200245,3765,8.140604748549254
200246,3766,8.140604748549254
200247,3767,8.140604748549254
200248,3768,8.140604748549254
200249,3769,8.140604748549254
200250,3770,8.140604748549254
200251,3771,8.140604748549254
200252,3772,8.140604748549254
200253,3773,8.140604748549254
200254,3774,8.140604748549254
200255,3775,8.140604748549254
200256,3776,8.140604748549254
200257,3777,8.140604748549254
200258,3778,8.140604748549254
200259,3779,8.140604748549254
200300,3780,8.140604748549254
200301,3781,8.140604748549254
200302,3782,8.140604748549254
200303,3783,8.140604748549254
200304,3784,8.140604748549254
200305,3785,8.140604748549254
200306,3786,8.140604748549254
200307,3787,8.140604748549254
200308,3788,8.140604748549254
200309,3789,8.140604748549254
200310,3790,8.140604748549254
200311,3791,8.140604748549254
200312,3792,8.140604748549254
200313,3793,8.140604748549254
200314,3794,8.140604748549254
200315,3795,8.140604748549254
200316,3796,8.140604748549254
200317,3797,8.140604748549254
200318,3798,8.140604748549254
200319,3799,8.140604748549254
200320,3800,8.140604748549254
200321,3801,8.140604748549254
200322,3802,8.140604748549254
200323,3803,8.140604748549254
200324,3804,8.140604748549254
200325,3805,8.140604748549254
200326,3806,8.140604748549254
200327,3807,8.140604748549254
200328,3808,8.140604748549254
200329,3809,8.140604748549254
200330,3810,8.140604748549254
200331,3811,8.140604748549254
200332,3812,8.140604748549254
200333,3813,8.140604748549254
200334,3814,8.140604748549254
200335,3815,8.140604748549254
200336,3816,8.140604748549254
