time30sec,countTime,inflowStation,gaussianFilter
190000,0,0,0.04241243469341936
190030,30,0,0.0671984496367564
190100,60,0,0.10354275362766563
190130,90,0,0.15520952980429983
190200,120,0,0.2264224649172625
190230,150,0,0.32159587354618385
190300,180,0,0.4449432003318448
190330,210,0,0.5999900629275721
190400,240,0,0.789047147550285
190430,270,0,1.0127211879445701
190500,300,0,1.2695523338705759
190530,330,0,1.555857944381193
190600,360,0,1.8658351736983847
190630,390,1,2.1919322007119484
190700,420,4,2.525449979161178
190730,450,4,2.857294555868493
190800,480,8,3.178774466802474
190830,510,2,3.4823338848034378
190900,540,3,3.7621291685812617
190930,570,5,4.014387862303626
191000,600,3,4.237525893821392
191030,630,8,4.43203230367444
191100,660,5,4.600156219477997
191130,690,5,4.745446965666813
191200,720,5,4.872207074628282
191230,750,5,4.984922131303149
191300,780,6,5.087732091144994
191330,810,2,5.1840050870453664
191400,840,3,5.2760645157257
191430,870,10,5.365101457141353
191500,900,5,5.451277503724772
191530,930,6,5.53399130435853
191600,960,0,5.612251848367945
191630,990,11,5.685080284880438
191700,1020,5,5.751856427126574
191730,1050,8,5.812539273958589
191800,1080,7,5.867721336104199
191830,1110,4,5.918517711879684
191900,1140,6,5.966332424591512
191930,1170,4,6.012575100906093
192000,1200,7,6.058411394094229
192030,1230,6,6.104616603189113
192100,1260,5,6.151566665697292
192130,1290,7,6.199353845522837
192200,1320,7,6.247970124911042
192230,1350,5,6.297473994467559
192300,1380,9,6.348056217598345
192330,1410,5,6.3999495079505815
192400,1440,11,6.453178841660524
192430,1470,2,6.507208432601723
192500,1500,7,6.560589683647139
192530,1530,4,6.610735182793167
192600,1560,2,6.653927932255556
192630,1590,13,6.685624005884181
192700,1620,6,6.701032857537642
192730,1650,9,6.695881998439945
192800,1680,9,6.667213020355096
192830,1710,7,6.61403118988475
192900,1740,4,6.537649571994713
192930,1770,9,6.441628346588569
193000,1800,8,6.331297628408515
193030,1830,8,6.212947119997053
193100,1860,4,6.092845043900455
193130,1890,7,5.976291766672975
193200,1920,0,5.866908553443864
193230,1950,0,5.766309305949745
193300,1980,3,5.674215915700188
193330,2010,18,5.588978378585433
193400,2040,8,5.508374432699899
193430,2070,0,5.430511013904661
193500,2100,12,5.354641554325446
193530,2130,0,5.281746577506524
193600,2160,0,5.214786997748685
193630,2190,3,5.158611390023398
193700,2220,18,5.119562182477652
193730,2250,4,5.104868271510508
193800,2280,0,5.121927274247928
193830,2310,5,5.177571130165757
193900,2340,0,5.277381764385106
193930,2370,0,5.425090916712095
194000,2400,3,5.622073235016421
194030,2430,19,5.866934879527697
194100,2460,5,6.15521457251122
194130,2490,0,6.479243381572215
194200,2520,12,6.828237145967789
194230,2550,0,7.188701214343921
194300,2580,0,7.545196583235752
194330,2610,3,7.881449582846262
194400,2640,18,8.181701585341468
194430,2670,18,8.432120832460333
194500,2700,18,8.622065422233664
194530,2730,15,8.745010854909408
194600,2760,0,8.799031014205962
194630,2790,0,8.786821060258628
194700,2820,3,8.715338234317876
194730,2850,18,8.595182406681399
194800,2880,18,8.439831785302845
194830,2910,9,8.26480247555655
194900,2940,12,8.086741349882505
194930,2970,0,7.9224208606860795
195000,3000,0,7.7876033065362105
195030,3030,2,7.695784829550013
195100,3060,18,7.6569028082219655
195130,3090,9,7.676168987949043
195200,3120,0,7.753245487139833
195230,3150,12,7.881987059913149
195300,3180,0,8.050917478062253
195330,3210,0,8.244493555170969
195400,3240,3,8.445057644510022
195430,3270,18,8.635223205148032
195500,3300,19,8.800319113145388
195530,3330,20,8.930471890900598
195600,3360,15,9.02194869048098
195630,3390,0,9.07751149714595
195700,3420,0,9.105715923297469
195730,3450,3,9.119284046952192
195800,3480,18,9.132847298129425
195830,3510,17,9.160460199472963
195900,3540,6,9.213312806563158
195930,3570,9,9.298019021665759
200000,3600,0,9.415742284162434
200030,3630,0,9.562261258070787
200100,3660,3,9.728904439148808
200130,3690,19,9.904126554851743
200200,3720,19,10.075392968113976
200230,3750,20,10.231004372142346
200300,3780,19,10.361539678541602
200330,3810,0,10.460706137442468
200400,3840,0,10.525530731115662
200430,3870,3,10.555966973083866
200500,3900,18,10.554093969380013
200530,3930,19,10.523133809386776
200600,3960,19,10.466511108742573
200630,3990,14,10.387138911815866
200700,4020,0,10.287054553618011
200730,4050,0,10.167458920862083
200800,4080,3,10.029138355132487
200830,4110,18,9.873174273248244
200900,4140,18,9.701779575452342
200930,4170,18,9.519057016437557
201000,4200,15,9.33146870226411
201030,4230,0,9.147847741272919
201100,4260,0,8.978870341573716
201130,4290,3,8.836022564610277
201200,4320,14,8.730213626584252
201230,4350,19,8.67027800755933
201300,4380,0,8.661648654700967
201330,4410,12,8.705462067560344
201400,4440,0,8.798276105770569
201430,4470,0,8.932459737162052
201500,4500,3,9.097178065748244
201530,4530,18,9.279778335171041
201600,4560,19,9.467312752290391
201630,4590,18,9.647929516103073
201700,4620,15,9.811923129290536
201730,4650,0,9.952337823562766
201800,4680,0,10.065129547299163
201830,4710,3,10.148977796343068
201900,4740,18,10.204876746156073
201930,4770,19,10.235624126533352
202000,4800,19,10.245283144495522
202030,4830,15,10.238643481665592
202100,4860,0,10.220674552101372
202130,4890,0,10.195958455053546
202200,4920,3,10.168108825780488
202230,4950,18,10.139214179792516
202300,4980,15,10.109377822209737
202330,5010,19,10.076450872307863
202400,5040,13,10.036062910319636
202430,5070,0,9.98203944595433
202500,5100,0,9.907250777532772
202530,5130,3,9.804860960758162
202600,5160,18,9.669846276494981
202630,5190,19,9.500550448139512
202700,5220,20,9.29996977677278
202730,5250,16,9.07644700319935
202800,5280,0,8.843517936605123
202830,5310,0,8.618797708526873
202900,5340,3,8.421987364046705
202930,5370,18,8.272281409167602
203000,5400,8,8.185612028514415
203030,5430,0,8.172233588529618
203100,5460,8,8.235109589060045
203130,5490,0,8.369417782830737
203200,5520,0,8.563268460871107
203230,5550,4,8.799486460746698
203300,5580,18,9.05809778546231
203330,5610,20,9.319038008308668
203400,5640,19,9.564590904082817
203430,5670,17,9.781169323248003
203500,5700,0,9.960232000928494
203530,5730,0,10.098335046557391
203600,5760,3,10.19648857491697
203630,5790,17,10.259087395582306
203700,5820,19,10.292698111485956
203730,5850,18,10.304929391545397
203800,5880,15,10.30352056505479
203830,5910,0,10.295690938867649
203900,5940,0,10.287723103253025
203930,5970,3,10.284717931240905
204000,6000,18,10.290454700760645
204030,6030,18,10.307307986260478
204100,6060,17,10.33620303416694
204130,6090,14,10.37662253359858
204200,6120,0,10.426699449057647
204230,6150,0,10.483433732340007
204300,6180,1,10.543050893778993
204330,6210,19,10.601481743597619
204400,6240,20,10.654898591879354
204430,6270,21,10.700212250543238
204500,6300,17,10.735431370568184
204530,6330,0,10.759814778394597
204600,6360,0,10.773798531425914
204630,6390,3,10.778733273176234
204700,6420,17,10.776505409928225
204730,6450,17,10.769128081283547
204800,6480,20,10.75837744535974
204830,6510,18,10.745527219613255
204900,6540,0,10.731210913651397
204930,6570,0,10.71542215999492
205000,6600,3,10.697647627350694
205030,6630,15,10.677110167631474
205100,6660,20,10.653080910285846
205130,6690,20,10.62520216271058
205200,6720,15,10.593755585470879
205230,6750,3,10.5598176717153
205300,6780,0,10.525266562023047
205330,6810,3,10.492634035785674
205400,6840,17,10.464825151180712
205430,6870,15,10.444748896627246
205500,6900,20,10.43491463570752
205530,6930,15,10.437052880587943
205600,6960,0,10.451816971468455
205630,6990,0,10.478614285564447
205700,7020,3,10.515599773086942
205730,7050,16,10.559840517631569
205800,7080,19,10.607631414469612
205830,7110,18,10.654916579364713
