time1sec,countTime,totalDistance
191000,600,1.0202984330456968
191001,601,2.042867632798516
191002,602,3.065521981470347
191003,603,4.088179541113977
191004,604,5.110837226357433
191005,605,6.133494916682229
191006,606,7.156152607218654
191007,607,8.178810297764104
191008,608,9.201467988309945
191009,609,10.224125678855804
191010,610,11.246783369401664
191011,611,12.269441059947523
191012,612,13.292098750493382
191013,613,14.314756441039242
191014,614,15.337414131585101
191015,615,16.360071822130962
191016,616,17.37967051291561
191017,617,18.401820842761897
191018,618,19.424413838337742
191019,619,20.447064025463796
191020,620,21.469720882960655
191021,621,22.492378483059646
191022,622,23.515036163902277
191023,623,24.537693853414012
191024,624,25.560351543850064
191025,625,26.58300923438429
191026,626,27.605666924929775
191027,627,28.628324615475623
191028,628,29.650982306021483
191029,629,30.673639996567342
191030,630,31.6962976871132
191031,631,32.718955377659064
191032,632,33.74161306820493
191033,633,34.76427075875079
191034,634,35.78692844929665
191035,635,36.809586139842516
191036,636,37.83224383038838
191037,637,38.85490152093424
191038,638,39.877559211480104
191039,639,40.90021690202597
191040,640,41.92287459257183
191041,641,42.94553228311769
191042,642,43.968189973663556
191043,643,44.99084766420942
191044,644,46.01350535475528
191045,645,47.036163045301144
191046,646,48.05882073584701
191047,647,49.08147842639287
191048,648,50.10413611693873
191049,649,51.126793807484596
191050,650,52.14945149803046
191051,651,53.17210918857632
191052,652,54.194766879122184
191053,653,55.21742456966805
191054,654,56.24008226021391
191055,655,57.26273995075977
191056,656,58.285397641305636
191057,657,59.3080553318515
191058,658,60.33071302239736
191059,659,61.353370712943224
191100,660,62.37602840348909
191101,661,63.39868609403495
191102,662,64.42134378458081
191103,663,65.44400147512667
191104,664,66.46665916567252
191105,665,67.48931685621838
191106,666,68.51197454676424
191107,667,69.53463223731009
191108,668,70.55728992785595
191109,669,71.5799476184018
191110,670,72.60260530894766
191111,671,73.62526299949351
191112,672,74.64792069003937
191113,673,75.67057838058523
191114,674,76.69323607113108
191115,675,77.71589376167694
191116,676,78.7385514522228
191117,677,79.76120914276865
191118,678,80.7838668333145
191119,679,81.80652452386036
191120,680,82.82918221440622
191121,681,83.85183990495207
191122,682,84.87449759549793
191123,683,85.89715528604378
191124,684,86.91981297658964
191125,685,87.9424706671355
191126,686,88.96512835768135
191127,687,89.9877860482272
191128,688,91.01044373877306
191129,689,92.03310142931892
191130,690,93.05575911986477
191131,691,94.07841681041063
191132,692,95.10107450095649
191133,693,96.12373219150234
191134,694,97.1463898820482
191135,695,98.16904757259405
191136,696,99.19170526313991
191137,697,100.21436295368576
191138,698,101.23702064423162
191139,699,102.25967833477748
191140,700,103.28233602532333
191141,701,104.30499371586919
191142,702,105.32765140641504
191143,703,106.3503090969609
191144,704,107.37296678750675
191145,705,108.39562447805261
191146,706,109.41828216859847
191147,707,110.44093985914432
191148,708,111.46359754969018
191149,709,112.48625524023603
191150,710,113.50891293078189
191151,711,114.53157062132775
191152,712,115.5542283118736
191153,713,116.57688600241946
