1900,0,65
1900.833333,8,62
1901.666667,1,97
1902.5,2,105
1903.333333,3,81
1904.166667,6,94
1905,3,89
1905.833333,1,88
1906.666667,1,88
1907.5,1,102
1908.333333,5,93
1909.166667,7,91
1910,1,102
1910.833333,4,100
1911.666667,3,78
1912.5,3,120
1913.333333,5,153
1914.166667,3,160
1915,4,122
1915.833333,2,114
1916.666667,7,112
1917.5,4,136
1918.333333,0,134
1919.166667,3,137
1920,3,86
1920.833333,9,95
1921.666667,2,111
1922.5,13,89
1923.333333,12,86
1924.166667,6,85
1925,2,106
1925.833333,4,106
1926.666667,7,96
1927.5,3,95
1928.333333,4,111
1929.166667,3,90
1930,7,100
1930.833333,5,111
1931.666667,4,98
1932.5,1,118
1933.333333,1,107
1934.166667,2,101
1935,7,120
1935.833333,4,91
1936.666667,6,78
1937.5,0,92
1938.333333,0,79
1939.166667,3,81
1940,2,92
1940.833333,0,80
1941.666667,0,93
1942.5,1,101
1943.333333,5,86
1944.166667,2,90
1945,0,134
1945.833333,0,154
1946.666667,2,167
1947.5,0,164
1948.333333,0,165
1949.166667,1,144
1950,2,150
1950.833333,0,148
1951.666667,4,69
1952.5,6,54
1953.333333,3,37
1954.166667,1,62
1955,9,46
1955.833333,2,66
1956.666667,2,10
1957.5,4,3
1958.333333,4,1
1959.166667,2,7
1960,9,1
1960.833333,2,2
1961.666667,2,18
1962.5,1,40
1963.333333,7,71
1964.166667,1,101
1965,3,83
1965.833333,3,102
1966.666667,5,84
1967.5,4,82
1968.333333,2,121
1969.166667,4,112
1970,1,93
1970.833333,5,97
1971.666667,2,111
1972.5,1,74
1973.333333,9,82
1974.166667,5,87
1975,4,73
1975.833333,3,55
1976.666667,2,3
1977.5,4,15
1978.333333,1,37
1979.166667,7,46
1980,7,52
1980.833333,6,17
1981.666667,0,7
1982.5,6,9
1983.333333,0,53
1984.166667,0,74
1985,0,90
1985.833333,9,107
1986.666667,1,131
1987.5,13,80
1988.333333,4,38
1989.166667,10,35
1990,7,6
1990.833333,9,15
