time30sec,countTime,inflowStation,inflowStation10
1900,0,0,0
1900.833333,30,8,0
1901.666667,60,1,0
1902.5,90,2,1
1903.333333,120,3,0
1904.166667,150,6,1
1905,180,3,0
1905.833333,210,1,0
1906.666667,240,1,0
1907.5,270,1,0
1908.333333,300,5,1
1909.166667,330,7,0
1910,360,1,0
1910.833333,390,4,1
1911.666667,420,3,0
1912.5,450,3,0
1913.333333,480,5,1
1914.166667,510,3,0
1915,540,4,1
1915.833333,570,2,0
1916.666667,600,7,1
1917.5,630,4,0
1918.333333,660,0,0
1919.166667,690,3,0
1920,720,3,1
1920.833333,750,9,0
1921.666667,780,2,1
1922.5,810,13,1
1923.333333,840,12,1
1924.166667,870,6,1
1925,900,2,0
1925.833333,930,4,0
1926.666667,960,7,1
1927.5,990,3,0
1928.333333,1020,4,1
1929.166667,1050,3,0
1930,1080,7,1
1930.833333,1110,5,0
1931.666667,1140,4,1
1932.5,1170,1,0
1933.333333,1200,1,0
1934.166667,1230,2,0
1935,1260,7,1
1935.833333,1290,4,0
1936.666667,1320,6,1
1937.5,1350,0,0
1938.333333,1380,0,0
1939.166667,1410,3,0
1940,1440,2,0
1940.833333,1470,0,0
1941.666667,1500,0,0
1942.5,1530,1,0
1943.333333,1560,5,1
1944.166667,1590,2,0
1945,1620,0,0
1945.833333,1650,0,0
1946.666667,1680,2,0
1947.5,1710,0,0
1948.333333,1740,0,0
1949.166667,1770,1,0
1950,1800,2,1
1950.833333,1830,0,0
1951.666667,1860,4,0
1952.5,1890,6,1
1953.333333,1920,3,0
1954.166667,1950,1,0
1955,1980,9,1
1955.833333,2010,2,0
1956.666667,2040,2,0
1957.5,2070,4,1
1958.333333,2100,4,0
1959.166667,2130,2,0
1960,2160,9,1
1960.833333,2190,2,0
1961.666667,2220,2,1
1962.5,2250,1,0
1963.333333,2280,7,0
1964.166667,2310,1,0
1965,2340,3,1
1965.833333,2370,3,0
1966.666667,2400,5,1
1967.5,2430,4,0
1968.333333,2460,2,0
1969.166667,2490,4,1
1970,2520,1,0
1970.833333,2550,5,0
1971.666667,2580,2,0
1972.5,2610,1,0
1973.333333,2640,9,1
1974.166667,2670,5,1
1975,2700,4,0
1975.833333,2730,3,1
1976.666667,2760,2,0
1977.5,2790,4,0
1978.333333,2820,1,0
1979.166667,2850,7,1
1980,2880,7,1
1980.833333,2910,6,0
1981.666667,2940,0,0
1982.5,2970,6,1
1983.333333,3000,0,0
1984.166667,3030,0,0
1985,3060,0,0
1985.833333,3090,9,1
1986.666667,3120,1,0
1987.5,3150,13,1
1988.333333,3180,4,1
1989.166667,3210,10,1
1990,3240,7,0
1990.833333,3270,9,1
1991.666667,3300,18,2
1992.5,3330,3,0
1993.333333,3360,21,2
1994.166667,3390,26,3
1995,3420,12,1
1995.833333,3450,16,2
1996.666667,3480,8,1
1997.5,3510,9,0
1998.333333,3540,4,1
1999.166667,3570,4,0
2000,3600,4,1
2000.833333,3630,11,1
2001.666667,3660,9,1
2002.5,3690,19,2
2003.333333,3720,15,1
2004.166667,3750,14,1
2005,3780,12,2
2005.833333,3810,14,1
2006.666667,3840,20,2
2007.5,3870,19,2
2008.333333,3900,6,1
2009.166667,3930,17,1
2010,3960,24,3
2010.833333,3990,30,3
2011.666667,4020,54,5
2012.5,4050,27,3
2013.333333,4080,21,2
2014.166667,4110,20,2
2015,4140,46,4
2015.833333,4170,35,4
2016.666667,4200,33,3
2017.5,4230,29,3
2018.333333,4260,44,5
2019.166667,4290,50,5
2020,4320,44,4
2020.833333,4350,31,3
2021.666667,4380,34,3
2022.5,4410,32,4
2023.333333,4440,42,4
2024.166667,4470,66,6
2025,4500,65,7
2025.833333,4530,50,5
2026.666667,4560,53,5
2027.5,4590,86,9
2028.333333,4620,69,7
2029.166667,4650,31,3
2030,4680,51,5
2030.833333,4710,60,6
2031.666667,4740,76,8
2032.5,4770,61,6
2033.333333,4800,67,6
2034.166667,4830,62,7
2035,4860,90,9
2035.833333,4890,75,7
2036.666667,4920,72,7
2037.5,4950,91,9
2038.333333,4980,77,8
2039.166667,5010,90,9
2040,5040,73,7
2040.833333,5070,85,9
2041.666667,5100,83,8
2042.5,5130,118,12
2043.333333,5160,64,6
2044.166667,5190,104,11
2045,5220,94,9
2045.833333,5250,73,7
2046.666667,5280,115,12
2047.5,5310,93,9
2048.333333,5340,139,14
2049.166667,5370,86,9
2050,5400,111,11
2050.833333,5430,83,8
2051.666667,5460,116,12
2052.5,5490,100,10
2053.333333,5520,122,12
2054.166667,5550,121,12
2055,5580,116,12
2055.833333,5610,109,11
2056.666667,5640,122,12
2057.5,5670,106,10
2058.333333,5700,129,13
2059.166667,5730,141,14
2060,5760,143,15
2060.833333,5790,117,11
2061.666667,5820,143,15
2062.5,5850,131,13
2063.333333,5880,143,14
2064.166667,5910,115,12
2065,5940,46,4
2065.833333,5970,21,2
2066.666667,6000,18,2
2067.5,6030,8,1
2068.333333,6060,22,2
2069.166667,6090,134,13
2070,6120,117,12
2070.833333,6150,139,14
2071.666667,6180,64,6
2072.5,6210,76,8
2073.333333,6240,122,12
2074.166667,6270,117,12
2075,6300,144,14
2075.833333,6330,111,11
2076.666667,6360,124,13
2077.5,6390,133,13
2078.333333,6420,127,13
2079.166667,6450,97,10
2080,6480,100,10
2080.833333,6510,146,14
2081.666667,6540,141,14
2082.5,6570,126,13
2083.333333,6600,139,14
2084.166667,6630,103,10
2085,6660,83,8
2085.833333,6690,97,10
2086.666667,6720,115,12
2087.5,6750,103,10
2088.333333,6780,116,11
2089.166667,6810,117,12
2090,6840,134,14
2090.833333,6870,101,10
2091.666667,6900,85,8
2092.5,6930,87,9
2093.333333,6960,107,11
2094.166667,6990,91,9
2095,7020,99,10
2095.833333,7050,113,11
2096.666667,7080,52,5
2097.5,7110,15,2
2098.333333,7140,13,1
2099.166667,7170,28.5,3
2100,7200,44,4
2100.833333,7230,106,11
2101.666667,7260,124,12
2102.5,7290,118,12
2103.333333,7320,154,15
2104.166667,7350,146,15
2105,7380,152,15
2105.833333,7410,148,15
2106.666667,7440,134,13
2107.5,7470,104,11
2108.333333,7500,112,11
2109.166667,7530,110,11
2110,7560,151,15
2110.833333,7590,133,13
2111.666667,7620,108,11
2112.5,7650,118,12
2113.333333,7680,84,8
2114.166667,7710,51,5
2115,7740,78,8
2115.833333,7770,79,8
2116.666667,7800,121,12
2117.5,7830,130,13
2118.333333,7860,159,16
2119.166667,7890,132,13
2120,7920,146,15
2120.833333,7950,126,12
2121.666667,7980,113,12
2122.5,8010,101,10
2123.333333,8040,109,11
2124.166667,8070,137,13
2125,8100,118,12
2125.833333,8130,64,7
2126.666667,8160,23,2
2127.5,8190,8,1
2128.333333,8220,6,0
2129.166667,8250,9,1
2130,8280,81,8
2130.833333,8310,95,10
2131.666667,8340,90,9
2132.5,8370,89,9
2133.333333,8400,112,11
2134.166667,8430,112,11
2135,8460,113,11
2135.833333,8490,123,13
2136.666667,8520,128,13
2137.5,8550,122,12
2138.333333,8580,131,13
2139.166667,8610,145,14
2140,8640,123,13
2140.833333,8670,119,12
2141.666667,8700,83,8
2142.5,8730,95,9
2143.333333,8760,126,13
2144.166667,8790,113,11
2145,8820,119,12
2145.833333,8850,113,11
2146.666667,8880,119,12
2147.5,8910,129,13
2148.333333,8940,125,13
2149.166667,8970,133,13
2150,9000,127,13
2150.833333,9030,117,11
2151.666667,9060,117,12
2152.5,9090,119,12
2153.333333,9120,113,11
2154.166667,9150,137,14
2155,9180,122,12
2155.833333,9210,150,15
2156.666667,9240,143,15
2157.5,9270,160,16
2158.333333,9300,136,13
2159.166667,9330,130,13
2160,9360,115,12
2160.833333,9390,111,11
2161.666667,9420,121,12
2162.5,9450,79,8
2163.333333,9480,92,9
2164.166667,9510,100,10
2165,9540,108,11
2165.833333,9570,131,13
2166.666667,9600,136,13
2167.5,9630,112,12
2168.333333,9660,125,12
2169.166667,9690,99,10
2170,9720,115,12
2170.833333,9750,140,14
2171.666667,9780,101,10
2172.5,9810,109,11
2173.333333,9840,117,11
2174.166667,9870,85,9
2175,9900,120,12
2175.833333,9930,75,7
2176.666667,9960,103,11
2177.5,9990,127,12
2178.333333,10020,141,14
2179.166667,10050,126,13
2180,10080,99,10
2180.833333,10110,119,12
2181.666667,10140,135,13
2182.5,10170,116,12
2183.333333,10200,131,13
2184.166667,10230,126,13
2185,10260,126,12
2185.833333,10290,148,15
2186.666667,10320,129,13
2187.5,10350,119,12
2188.333333,10380,148,15
2189.166667,10410,116,11
2190,10440,124,13
2190.833333,10470,113,11
2191.666667,10500,134,13
2192.5,10530,143,15
2193.333333,10560,152,15
2194.166667,10590,141,14
2195,10620,148,15
2195.833333,10650,136,13
2196.666667,10680,124,13
2197.5,10710,112,11
2198.333333,10740,27,3
2199.166667,10770,45,4
2200,10800,63,6
2200.833333,10830,121,12
2201.666667,10860,118,12
2202.5,10890,118,12
2203.333333,10920,70,7
2204.166667,10950,109,11
2205,10980,111,11
2205.833333,11010,124,12
2206.666667,11040,118,12
2207.5,11070,104,11
2208.333333,11100,59,6
2209.166667,11130,118,11
2210,11160,119,12
2210.833333,11190,117,12
2211.666667,11220,144,14
2212.5,11250,149,15
2213.333333,11280,142,14
2214.166667,11310,131,14
2215,11340,109,10
2215.833333,11370,122,13
2216.666667,11400,121,12
2217.5,11430,143,14
2218.333333,11460,114,11
2219.166667,11490,134,14
2220,11520,125,12
2220.833333,11550,108,11
2221.666667,11580,111,11
2222.5,11610,92,9
2223.333333,11640,104,11
2224.166667,11670,90,9
2225,11700,109,11
2225.833333,11730,99,10
2226.666667,11760,94,9
2227.5,11790,120,12
2228.333333,11820,126,13
2229.166667,11850,115,11
2230,11880,131,13
2230.833333,11910,116,12
2231.666667,11940,124,12
2232.5,11970,136,14
2233.333333,12000,132,13
2234.166667,12030,117,12
2235,12060,116,11
2235.833333,12090,111,11
2236.666667,12120,111,12
2237.5,12150,97,9
2238.333333,12180,91,9
2239.166667,12210,81,8
2240,12240,35,4
2240.833333,12270,33,3
2241.666667,12300,26,3
2242.5,12330,24,2
2243.333333,12360,43,5
2244.166667,12390,82,8
2245,12420,122,12
2245.833333,12450,90,9
2246.666667,12480,80,8
2247.5,12510,102,10
2248.333333,12540,85,9
2249.166667,12570,96,9
2250,12600,99,10
2250.833333,12630,103,10
2251.666667,12660,113,12
2252.5,12690,135,13
2253.333333,12720,104,11
2254.166667,12750,99,10
2255,12780,118,11
2255.833333,12810,75,8
2256.666667,12840,34,3
2257.5,12870,37,4
2258.333333,12900,85,8
2259.166667,12930,93,10
2260,12960,97,9
2260.833333,12990,94,10
2261.666667,13020,100,10
2262.5,13050,113,11
2263.333333,13080,99,10
2264.166667,13110,88,9
2265,13140,120,12
2265.833333,13170,111,11
2266.666667,13200,87,9
2267.5,13230,111,11
2268.333333,13260,96,9
2269.166667,13290,92,10
2270,13320,102,10
2270.833333,13350,87,8
2271.666667,13380,89,9
2272.5,13410,104,11
2273.333333,13440,95,9
2274.166667,13470,84,9
2275,13500,81,8
2275.833333,13530,80,8
2276.666667,13560,82,8
2277.5,13590,90,9
2278.333333,13620,67,7
2279.166667,13650,61,6
2280,13680,45,4
2280.833333,13710,69,7
2281.666667,13740,25,3
2282.5,13770,19,2
2283.333333,13800,36,3
2284.166667,13830,36,4
2285,13860,55,5
2285.833333,13890,33,4
2286.666667,13920,50,5
2287.5,13950,38,3
2288.333333,13980,41,4
2289.166667,14010,38,4
2290,14040,49,5
2290.833333,14070,44,5
2291.666667,14100,40,4
2292.5,14130,45,4
2293.333333,14160,15,2
2294.166667,14190,28,2
2295,14220,49,5
2295.833333,14250,46,5
2296.666667,14280,29,3
2297.5,14310,30,3
2298.333333,14340,10,1
2299.166667,14370,17,1
2300,14400,24,3
2300.833333,14430,50,5
2301.666667,14460,33,3
2302.5,14490,52,5
2303.333333,14520,39,4
2304.166667,14550,30,3
2305,14580,35,4
2305.833333,14610,26,2
2306.666667,14640,16,2
2307.5,14670,28,3
2308.333333,14700,22,2
2309.166667,14730,26,3
2310,14760,47,4
2310.833333,14790,42,4
2311.666667,14820,13,2
2312.5,14850,34,3
2313.333333,14880,30,3
2314.166667,14910,29,3
2315,14940,41,4
2315.833333,14970,41,4
2316.666667,15000,25,3
2317.5,15030,20,2
2318.333333,15060,15,1
2319.166667,15090,15,2
2320,15120,22,2
2320.833333,15150,6,1
2321.666667,15180,18,1
2322.5,15210,21,2
2323.333333,15240,13,2
2324.166667,15270,8,1
2325,15300,10,1
2325.833333,15330,14,1
2326.666667,15360,7,1
2327.5,15390,6,0
2328.333333,15420,2,0
2329.166667,15450,20,2
2330,15480,7,1
2330.833333,15510,11,1
2331.666667,15540,7,1
2332.5,15570,14,1
2333.333333,15600,5,1
2334.166667,15630,17,2
2335,15660,21,2
2335.833333,15690,10,1
2336.666667,15720,13,1
2337.5,15750,26,3
2338.333333,15780,2,0
2339.166667,15810,10,1
2340,15840,10,1
2340.833333,15870,9,1
2341.666667,15900,6,0
2342.5,15930,17,2
2343.333333,15960,7,1
2344.166667,15990,5,0
2345,16020,1,0
2345.833333,16050,3,1
2346.666667,16080,23,2
2347.5,16110,7,1
2348.333333,16140,8,0
2349.166667,16170,6,1
2350,16200,13,1
2350.833333,16230,10,1
2351.666667,16260,11,1
2352.5,16290,4,1
2353.333333,16320,5,0
2354.166667,16350,10,1
2355,16380,9,1
2355.833333,16410,4,1
2356.666667,16440,4,0
2357.5,16470,4,0
2358.333333,16500,1,0
2359.166667,16530,0,0
2360,16560,0,0
2360.833333,16590,0,0
2361.666667,16620,2,1
2362.5,16650,1,0
2363.333333,16680,0,0
2364.166667,16710,4,0
2365,16740,0,0
2365.833333,16770,0,0
2366.666667,16800,0,0
2367.5,16830,0,0
2368.333333,16860,0,0
2369.166667,16890,4,1
2370,16920,3,0
2370.833333,16950,0,0
2371.666667,16980,0,0
2372.5,17010,0,0
2373.333333,17040,0,0
2374.166667,17070,0,0
2375,17100,0,0
2375.833333,17130,0,0
2376.666667,17160,0,0
2377.5,17190,0,0
2378.333333,17220,0,0
2379.166667,17250,0,0
2380,17280,0,0
2380.833333,17310,0,0
2381.666667,17340,0,0
2382.5,17370,0,0
2383.333333,17400,0,0
2384.166667,17430,0,0
2385,17460,0,0
2385.833333,17490,0,0
2386.666667,17520,0,0
2387.5,17550,0,0
2388.333333,17580,0,0
2389.166667,17610,0,0
2390,17640,0,0
2390.833333,17670,0,0
2391.666667,17700,0,0
2392.5,17730,0,0
2393.333333,17760,0,0
2394.166667,17790,0,0
2395,17820,0,0
2395.833333,17850,0,0
2396.666667,17880,0,0
2397.5,17910,0,0
2398.333333,17940,0,0
2399.166667,17970,0,0
