time1sec,countTime,totalDistance
213000,0,0.0
213001,1,0.14780950037261265
213002,2,0.14780950037261265
213003,3,0.14780950037261265
213004,4,0.14780950037261265
213005,5,0.14780950037261265
213006,6,0.14780950037261265
213007,7,0.14780950037261265
213008,8,0.14780950037261265
213009,9,0.14780950037261265
213010,10,0.14780950037261265
213011,11,0.14780950037261265
213012,12,0.14780950037261265
213013,13,0.14780950037261265
213014,14,0.14780950037261265
213015,15,0.14780950037261265
213016,16,0.14780950037261265
213017,17,0.14780950037261265
213018,18,0.14780950037261265
213019,19,0.14780950037261265
213020,20,0.14780950037261265
213021,21,0.14780950037261265
213022,22,0.14780950037261265
213023,23,0.14780950037261265
213024,24,0.14780950037261265
213025,25,0.1478095003726127
213026,26,1.4632394005217815
213027,27,2.7434494480377016
213028,28,4.773583274817723
213029,29,6.17978069221749
213030,30,7.006544508936338
213031,31,7.865910009016323
213032,32,7.865910009016323
213033,33,7.865910009016323
213034,34,8.838958687529072
213035,35,9.863446574448675
213036,36,10.945390810913297
213037,37,12.256607622062397
213038,38,12.478308785636845
213039,39,14.305103940287548
213040,40,14.686791094627903
213041,41,14.941193772767477
213042,42,15.259496605444413
213043,43,16.137656860055586
213044,44,16.939510444254612
213045,45,17.709404077718943
213046,46,17.964175865385673
213047,47,18.314068314908962
213048,48,19.790196286294254
213049,49,20.044952026184927
213050,50,20.719180568251215
213051,51,22.39926159295731
213052,52,24.079342617663407
213053,53,25.517588305446907
213054,54,25.867507177148923
213055,55,27.343559087278354
213056,56,28.317769807833045
213057,57,29.119221865791598
213058,58,29.93388721577973
213059,59,29.93388721577973
213100,60,29.93388721577973
213101,61,30.735669717946056
213102,62,31.537677740349693
213103,63,31.537677740349693
213104,64,33.68824637480306
213105,65,34.00646593123594
213106,66,34.75755408470317
213107,67,35.55916898388288
213108,68,35.97924317157353
213109,69,36.69875046436615
213110,70,37.18870579954952
213111,71,37.86318581933404
213112,72,38.569500639586686
213113,73,38.71000724414983
213114,74,39.511611100429825
213115,75,39.836237136755514
213116,76,41.58007614647459
213117,77,41.58007614647459
213118,78,42.64938056851261
213119,79,44.087141435435655
213120,80,45.20724028654946
213121,81,46.13598371190516
213122,82,47.31959041366724
213123,83,47.66942322007361
213124,84,49.31789737133877
213125,85,50.24696950521475
213126,86,52.16837848354255
213127,87,53.81676722024109
213128,88,53.94408917789978
213129,89,54.841208982286076
213130,90,56.01239017627716
213131,91,58.0928945808426
213132,92,58.47467879837409
213133,93,59.34013006102104
213134,94,60.511339240122425
213135,95,60.765706250935075
213136,96,61.11569838983476
213137,97,61.59294773929297
213138,98,62.1973350165698
213139,99,62.57912815389107
213140,100,64.10026161721403
213141,101,65.25182607553086
