time30sec,countTime,inflowStation,gaussianFilter
190000,0,0,0.0643436325814896
190030,30,0,0.10182523861358614
190100,60,0,0.15667146698450352
190130,90,0,0.23444844692721842
190200,120,0,0.3413385232299274
190230,150,0,0.4837077940873871
190300,180,0,0.6674900873406906
190330,210,0,0.8974342640105947
190400,240,0,1.1763056813852222
190430,270,0,1.5041676230972212
190500,300,0,1.877882358356925
190530,330,0,2.2909553859839002
190600,360,0,2.733798594553303
190630,390,1,3.1944158772168088
190700,420,7,3.659433754458934
190730,450,8,4.1153296600120015
190800,480,8,4.549670045369194
190830,510,4,4.9521702825625304
190900,540,5,5.315428415484077
190930,570,7,5.635254009868224
191000,600,8,5.9105931059211985
191030,630,7,6.143120430586885
191100,660,7,6.336614905297758
191130,690,6,6.496247089303682
191200,720,3,6.6278902847164645
191230,750,10,6.737531027972506
191300,780,10,6.830813464593602
191330,810,4,6.9127181444520795
191400,840,6,6.987356482306359
191430,870,10,7.057858264174047
191500,900,6,7.12633621346423
191530,930,7,7.1939210099788555
191600,960,2,7.260865285804088
191630,990,12,7.32671262500406
191700,1020,7,7.39051873462433
191730,1050,7,7.45110152074495
191800,1080,10,7.507290429955402
191830,1110,7,7.5581466456346345
191900,1140,9,7.603134205133496
191930,1170,4,7.642233768472023
192000,1200,8,7.675999946223071
192030,1230,9,7.705565464568123
192100,1260,9,7.73259044324797
192130,1290,7,7.759146499394756
192200,1320,7,7.787519934136238
192230,1350,10,7.819922385946706
192300,1380,7,7.858114098292066
192330,1410,7,7.902972005262262
192400,1440,6,7.954064653572822
192430,1470,10,8.00931822294604
192500,1500,8,8.064863127837059
192530,1530,6,8.115133820857071
192600,1560,1,8.153256785100712
192630,1590,16,8.171710713864417
192700,1620,12,8.163189732495367
192730,1650,10,8.121556863836279
192800,1680,7,8.042749826935209
192830,1710,7,7.9254994004203505
192900,1740,7,7.77174213213478
192930,1770,12,7.586650533802247
193000,1800,9,7.378258740248223
193030,1830,6,7.156721688232373
193100,1860,12,6.933301707034832
193130,1890,4,6.719218449492501
193200,1920,1,6.52451856062969
193230,1950,0,6.357116625060677
193300,1980,3,6.22213046535955
193330,2010,15,6.121588570539317
193400,2040,9,6.054534753683746
193430,2070,0,6.017503783626946
193500,2100,11,6.005297245469559
193530,2130,0,6.011953510847653
193600,2160,0,6.031780521193564
193630,2190,0,6.060307596042325
193700,2220,20,6.095017341578843
193730,2250,20,6.135745606084921
193800,2280,0,6.184686841987903
193830,2310,3,6.246007358699851
193900,2340,0,6.325135925959347
193930,2370,0,6.4278536822823185
194000,2400,2,6.559331146234586
194030,2430,17,6.723256238274347
194100,2460,14,6.9211698750872666
194130,2490,0,7.152086057741365
194200,2520,12,7.412431245127777
194230,2550,0,7.696297724867302
194300,2580,0,7.9959677505410705
194330,2610,3,8.302629529699047
194400,2640,17,8.607177236479053
194430,2670,18,8.90097431034355
194500,2700,15,9.176471536452523
194530,2730,16,9.427610770450586
194600,2760,0,9.650002096034742
194630,2790,0,9.840917602012846
194700,2820,0,9.99917851105993
194730,2850,20,10.125012590428495
194800,2880,20,10.21992890426061
194830,2910,20,10.286613270706145
194900,2940,15,10.328810977980174
194930,2970,0,10.351148463929613
195000,3000,0,10.358856224571683
195030,3030,1,10.357383923512613
195100,3060,19,10.35193356296288
195130,3090,20,10.346967417455172
195200,3120,18,10.345768452332988
195230,3150,12,10.35013918756864
195300,3180,0,10.36031716506688
195330,3210,0,10.375157172651392
195400,3240,0,10.392580605947987
195430,3270,19,10.410227168334407
195500,3300,20,10.426180256348712
195530,3330,19,10.439597994765318
195600,3360,20,10.451086700425964
195630,3390,0,10.462708194359449
195700,3420,0,10.477603246137269
195730,3450,3,10.49931184887523
